stop_mult,min_dist,tp_pullback,trades,wr,pf,exp_r,net,dd,tp_rate,expiry_rate
0.5,0.0,0.0,341.6,34.66087016171906,0.882405677972178,-0.06764018756295753,-1144.7438335426602,31.93571158752055,29.332887448337367,7.728558933991872
0.5,0.0,2.0,344.4,33.279459537304206,0.7798092888998246,-0.14528155607159624,-2046.0096975227018,43.64459870729259,29.503195050105823,6.564143192569527
0.5,10.0,0.0,271.8,35.90940704979125,0.9270658200993027,-0.0379287461906808,-597.0328357641417,24.084902277826863,28.035477744887338,9.86086131869722
0.5,10.0,2.0,273.8,34.84238389347878,0.8879514675701558,-0.06699960207876586,-935.3166689756866,28.459766713768595,28.3409534504425,8.327584823935188
0.5,20.0,0.0,205.6,39.594414462755104,1.0693648399233322,0.05116357628664425,458.7986739555646,16.95216970699426,29.086524847320828,12.939856145761814
0.5,20.0,2.0,206.8,39.554898925941565,1.0740480556847547,0.055100657970650814,508.35646689519024,17.09399954241902,30.94742272876507,10.928661882650909
1.0,0.0,0.0,318.4,51.94752364904389,1.0049530978809271,0.006395088093766975,35.425534381184846,19.70723008664652,45.35180613533913,14.950475966220102
1.0,0.0,2.0,327.8,50.39699354077838,0.9351896276236378,-0.02483829991464549,-461.9966359185117,16.755981096047584,46.919691954232505,11.348963012788994
1.0,10.0,0.0,249.4,53.24563544500584,1.0727254121348202,0.03475615368961838,400.2563231698472,15.045941370256415,44.10308330094573,18.20478041197046
1.0,10.0,2.0,255.2,52.822049232197855,1.1027563561985902,0.04780456181520827,586.4046207380482,11.408755250725433,46.70888241782206,14.81338671475361
1.0,20.0,0.0,186.0,54.19301999947161,1.1147082934176886,0.05166642980829593,460.72292473627857,12.87365210743799,42.36318878823623,24.195559368234893
1.0,20.0,2.0,188.8,53.81239149884168,1.1618607024061816,0.06898474523614065,656.4129392641348,11.187104838274836,45.23017946758148,19.81165087660048
1.5,0.0,0.0,308.0,57.98662486749517,0.9904145782008797,-0.0005178818775538219,-48.64654929592258,13.191751521518402,51.68768604238703,19.286006573252394
1.5,0.0,2.0,312.0,56.538695972502204,0.8820651668542243,-0.04038402665991583,-629.9180423591417,17.50354229391914,52.17929357384685,17.243865664553333
1.5,10.0,0.0,237.0,58.39662447257384,1.047737103280618,0.017882300633848946,184.4561640129601,9.282715015866847,48.77637130801687,25.14767932489451
1.5,10.0,2.0,239.6,58.0965829846583,1.0090301604497194,0.005669784531690602,36.14476955794585,10.756225739505101,50.33368200836819,22.621687587168758
1.5,20.0,0.0,178.0,58.202247191011224,1.0706845163080496,0.02396012987468061,195.54607690077478,9.132765872840853,46.29213483146067,31.01123595505618
1.5,20.0,2.0,179.4,58.30488595327016,1.0808551503734152,0.027350730342480332,228.73043252627576,8.722612232311556,48.2712429395969,28.542856260995713
2.0,0.0,0.0,300.4,62.51694352159468,0.9703093120586216,-0.006429259500230366,-123.64164698868754,12.017317634474173,54.860022148394236,22.304097452934663
2.0,0.0,2.0,303.8,60.82925419375415,0.8720214056103008,-0.03603420725700243,-545.1944020047898,16.0429982420072,55.23299931373638,20.73810286550657
2.0,10.0,0.0,231.0,61.29870129870129,0.9513979069308285,-0.012297428829414767,-157.20474852420548,11.398487697255693,49.87012987012987,29.17748917748918
2.0,10.0,2.0,233.2,60.549502952936436,0.9283079949766556,-0.018401260866442132,-231.09348517948882,10.572663227884846,51.200983089395095,27.35886431165401
2.0,20.0,0.0,173.2,62.70214603680817,1.0827527817410911,0.02126215105542778,172.9598138912301,8.671216591798458,47.69051890239851,36.259384758487805
2.0,20.0,2.0,174.4,61.008210180623976,1.010121730029493,0.004196072606367267,21.96512425336002,9.774150084600414,48.50771756978654,34.06108374384236
3.0,0.0,0.0,293.0,68.1900465081072,1.0091906541726705,0.0028192920195267627,25.34256165178002,6.125470543068241,59.93062267686073,25.461102295890537
3.0,0.0,2.0,296.8,66.17253617253617,0.8914999382996467,-0.022138704257513794,-334.52044402099966,10.416402874706147,60.647010647010646,23.652516152516153
3.0,10.0,0.0,225.4,66.10462143559488,0.9666295368324631,-0.005609966963240635,-74.67658335722874,7.60186071796866,53.859193706981316,33.27512291052114
3.0,10.0,2.0,228.6,65.35317551520723,0.962518350001841,-0.006546658233572883,-86.12910067692313,6.728489455068531,56.1667815827779,30.796751704588985
3.0,20.0,0.0,171.0,64.91228070175438,1.061554232317411,0.011218992067981517,88.85833228798364,5.056218259089537,50.29239766081871,40.35087719298245
3.0,20.0,2.0,171.6,65.73303413572691,1.1251548144768533,0.021053720286863555,176.3359830062836,4.8795210788956265,52.91241670066639,38.69577043383653
