buf,sl,rr,trades,win_rate,pf,pf_sd,exp_r,exp_r_sd,net,net_sd,worst_net,dd,pos_frac,ret_pct,risk
8.0,4.0,1.5,503.3333333333333,43.213546789516776,1.0780074627826655,0.032290196839980564,0.055499714045154656,0.01770577338214215,1252.586661465802,542.3520848952703,411.3615347792838,18.81308988091352,1.0,25.051733229316042,12.0
8.0,4.0,2.0,504.1666666666667,35.50648749669919,1.0359875623946282,0.04064259354168477,0.04037016725508865,0.027847194703586632,698.6806461013326,791.9085525303377,-179.43101042657236,25.304980283282095,0.8333333333333334,13.973612922026652,12.0
8.0,4.0,3.0,503.6666666666667,27.764658284650668,1.0725407436572714,0.05155186817520269,0.08436626746183158,0.04175122698434089,1858.3991995025883,1322.61014487595,-260.4417323727798,35.34567802549933,0.8333333333333334,37.16798399005177,12.0
8.0,6.0,1.0,504.5,50.01715804284626,0.9433032220059703,0.03394736174503483,-0.02137049669080239,0.018329999850443722,-664.0692272307031,404.23901423841966,-1245.246216710567,24.410891308277986,0.16666666666666666,-13.281384544614063,14.0
8.0,6.0,1.5,503.1666666666667,43.162350304872234,1.0824616400675924,0.04118693164023687,0.058206834608956565,0.02229816388241378,1348.812347348053,709.3027052787494,389.1499977119285,19.388810724870872,1.0,26.976246946961055,14.0
8.0,6.0,2.0,504.1666666666667,34.74355251744794,1.0082447361384106,0.035881183871286575,0.021128035774174676,0.024203150003196373,154.9661592405982,619.3896112231774,-757.5988422016441,33.68139633417172,0.5,3.099323184811963,14.0
8.0,6.0,3.0,500.0,26.635119801865248,1.0189530105737703,0.0325376591267876,0.040313116153426344,0.026522644834962323,425.0062733695577,709.3257023869551,-389.66331606934045,40.32395663137336,0.6666666666666666,8.500125467391152,14.0
8.0,10.0,1.0,499.5,52.38607925128406,1.0476859873339728,0.027164445517058725,0.031078199597027584,0.012844897485434749,631.0453653847075,364.4613566129722,141.99621259431547,16.752962427506834,1.0,12.620907307694148,18.0
8.0,10.0,1.5,496.0,43.24846422392638,1.0879821984232512,0.029240296218515177,0.06513970987545703,0.01767542128855479,1518.1840861235996,567.9105329262857,773.2992264056804,22.968557826260934,1.0,30.363681722471995,18.0
8.0,10.0,2.0,497.0,35.51410932042837,1.0458725484332734,0.042684865663479496,0.047883149365480715,0.028754441228186454,894.3448433085176,881.3366828221817,56.1259508165806,28.363968041353882,1.0,17.88689686617035,18.0
8.0,10.0,3.0,483.3333333333333,26.483311260849785,1.0234369287882237,0.033735641813721934,0.04242631705101294,0.02472665583562441,455.1729390984142,618.8789319019361,-395.5183989281204,34.75789615678491,0.6666666666666666,9.103458781968286,18.0
8.0,15.0,1.0,489.1666666666667,54.137889539725926,1.1239154841505172,0.03327607015959671,0.06609459884561848,0.014091840071682401,1657.2096460647863,458.88691627845776,926.6723159811863,23.421713929896608,1.0,33.14419292129573,23.0
