hour,min,trades,win_rate,pf,pf_sd,exp_r,exp_r_sd,net,net_sd,worst_net,dd,pos_frac,ret_pct
0,0,547.0,33.69569884263988,0.9370823670382672,0.06391160174835421,-0.026649525718451913,0.04728906783904756,-971.2977233524858,980.0957706559761,-2028.3354026971451,42.873729231206106,0.0,-19.425954467049717
0,30,546.0,36.26426215661914,1.0534891598234692,0.08455337721413055,0.052484375016443256,0.05598275594299075,1240.5347401865145,2004.9616070318193,-79.5833519971859,28.28118795240754,0.6666666666666666,24.810694803730286
1,0,539.3333333333334,34.360457111386474,0.9482349013410056,0.09976159413008481,-0.021284520068215112,0.0708571358758907,-703.015423141368,1581.3049551116196,-2208.520409936095,39.94307792783395,0.3333333333333333,-14.06030846282736
1,30,534.6666666666666,35.84713033941219,1.002556631420802,0.04423030965353398,0.017117750348614524,0.029227847765080934,85.85997855438302,757.2884699012666,-769.1256944243535,37.31321462756833,0.6666666666666666,1.7171995710876604
2,0,532.0,35.96129966293119,1.0205097752130092,0.02676426883066722,0.02874011788871642,0.016703029660778603,353.61616855964695,476.74966900344583,-53.38129110158991,33.08492623469338,0.6666666666666666,7.072323371192939
2,30,195.0,36.21874637370229,1.009160102708336,0.10576001797331744,0.01913381904143667,0.06004054023598297,57.21242898455542,587.3686847901325,-526.3473720374548,38.61598055180008,0.6666666666666666,1.1442485796911086
3,0,197.0,39.59390862944162,1.2139260042433688,0.08892989244691621,0.1278382862681686,0.043230900996130424,1239.13446308493,515.6562118133484,654.0983599264384,29.53715261551515,1.0,24.782689261698607
3,30,340.6666666666667,33.363319529312584,0.9053018319022347,0.049869351632582375,-0.06082729773911819,0.045091962659551364,-1093.7917230268906,604.0100887013223,-1628.303725068671,37.88656212007019,0.0,-21.875834460537817
4,0,343.3333333333333,34.75772368748164,0.9568572104712724,0.02956633097322941,-0.018094617132704355,0.02318120939742162,-522.9398443029846,363.1106901982914,-767.8802107679782,35.24589951033863,0.0,-10.458796886059693
4,30,543.3333333333334,36.25780883255697,1.0219642857244573,0.03298938053187826,0.028322106301470428,0.019068508605602923,374.7335670122828,565.4947348566848,-51.66143065550335,42.140178262498345,0.6666666666666666,7.494671340245657
5,0,548.0,36.8638856573043,1.0520718137183116,0.06784537719970479,0.04766414253469259,0.04134227142307329,1058.7723962512973,1344.9177897120906,-260.5453703897458,35.40369894895286,0.6666666666666666,21.175447925025946
5,30,547.6666666666666,40.41804142509335,1.2064193377708305,0.045949875158657394,0.15295072937196882,0.02608126205708717,5588.463072644733,1406.4371613310366,3980.943949714602,26.358210824398885,1.0,111.76926145289467
6,0,545.6666666666666,37.44776504990264,1.0776077258799974,0.05393663486180336,0.06315169120182164,0.029641168268618328,1521.1102713103082,1062.3086119937623,642.7778422704193,32.38747849770493,1.0,30.422205426206165
6,30,537.3333333333334,35.3510449473135,0.9846648140190934,0.1008094848942902,0.0006807564900017984,0.07133739614997474,-155.21693137511906,1693.8444006443,-1937.247948623245,32.57416162562651,0.6666666666666666,-3.104338627502379
7,0,545.6666666666666,35.188606194594946,0.966645772545322,0.07940308425986464,-0.005253764000658999,0.05388409175838147,-418.8024516967025,1364.3924899595183,-1576.0134459920566,38.26992989111246,0.3333333333333333,-8.37604903393405
7,30,545.6666666666666,34.45351793975647,0.9389529165615699,0.0494537752635756,-0.02649471724199236,0.034490831861216084,-984.2646171009125,716.8376482451484,-1793.5979462071646,34.927407745254975,0.0,-19.685292342018247
8,0,546.3333333333334,36.851550576119955,1.0408176620087806,0.0439153851593615,0.04466126454646032,0.030853600387709613,886.4036264751259,997.4424590739515,19.294762948188065,28.046560172796266,1.0,17.72807252950252
8,30,544.3333333333334,32.82297351332782,0.8791633097067709,0.044599146684721896,-0.07356322178460016,0.0330456524691061,-1878.8019480200312,555.4809400627987,-2406.9969678179914,44.56925316923349,0.0,-37.57603896040062
9,0,539.0,33.58434751156165,0.8980208951359906,0.023537836181742895,-0.05454257241468908,0.015701043737037425,-1570.9797388482705,299.30843821475383,-1881.447070628069,39.118747442204494,0.0,-31.41959477696541
9,30,537.6666666666666,34.22333735067818,0.9289834360868029,0.03641463441327521,-0.03465813311888568,0.030493108351811907,-1148.1789244035306,618.9134980103438,-1793.40567116437,39.96470412341686,0.0,-22.963578488070613
10,0,540.0,34.135802469135804,0.9247421039572297,0.05367150427062978,-0.03486036198007216,0.03470695975676367,-1143.3829513605476,672.6260514650111,-1919.4466376939172,37.25766276675299,0.0,-22.86765902721095
10,30,535.6666666666666,33.915283030790015,0.9102351661684723,0.07691155709402697,-0.042337756196003516,0.0533865764221504,-1244.6168301435794,980.7757869597664,-2360.0460453741357,44.68144108056987,0.0,-24.89233660287159
11,0,540.6666666666666,36.128437125543144,1.0098018244660159,0.05248015406086991,0.02121015247322548,0.031989926265865644,182.10450535510424,913.470375959044,-571.2856270666947,39.828681558003815,0.3333333333333333,3.6420901071020837
11,30,535.0,32.58978665492052,0.8540481932134648,0.008976860712280328,-0.08515786527661577,0.0047671110242659505,-2080.1572257314006,88.90661014534803,-2131.739371771065,49.58295908004279,0.0,-41.60314451462801
12,0,532.0,30.952218456841944,0.7861669751406931,0.008293297448844378,-0.13086235838075166,0.006565768894389662,-2693.8977953533017,80.65128754242222,-2771.423614240364,57.41483391942389,0.0,-53.87795590706603
12,30,488.0,33.45225665306315,0.8927249714810075,0.033146260019696866,-0.06398135516560123,0.0309977937685849,-1612.8814293728126,666.0972387870534,-2244.764117180561,46.307080672932244,0.0,-32.257628587456246
13,0,495.6666666666667,32.23824786324786,0.8390077441539748,0.06514314618781461,-0.09405920679596398,0.056605641685208735,-1979.3239994667547,514.8895589928801,-2573.6175133693705,52.999727295627615,0.0,-39.58647998933509
13,30,544.6666666666666,31.75118114290864,0.8246146725772512,0.11120337557307641,-0.10714591928417404,0.07692777042051467,-2272.817767929504,1180.8963556672388,-3157.364779763189,51.51625185863117,0.0,-45.45635535859008
14,0,538.6666666666666,33.053748085940455,0.866382908988394,0.07516757992368193,-0.07164234273138918,0.05049113683792399,-1806.258581756314,796.5762320922526,-2719.9521549627066,48.907910352831124,0.0,-36.125171635126286
14,30,542.0,32.83235851100037,0.8694672809723096,0.07994742291610622,-0.0783058615493338,0.06015238040496045,-1880.0911357283876,1059.1130872597978,-2630.8728465857293,47.19323552410405,0.0,-37.60182271456775
15,0,545.3333333333334,34.93577566711895,0.9588188774062028,0.15613493156596162,-0.01606102980241414,0.10276628599610885,-346.76677402242007,2458.0556472148073,-2582.429625814525,40.235189535097554,0.3333333333333333,-6.935335480448401
15,30,547.6666666666666,33.66224497360203,0.9066316945482095,0.039301009290315596,-0.05153401343941416,0.028149554824897036,-1508.0462034697841,528.5171169159789,-2056.206484526482,37.311619458513206,0.0,-30.160924069395687
