hour,min,trades,win_rate,pf,pf_sd,exp_r,exp_r_sd,net,net_sd,worst_net,dd,pos_frac,ret_pct
16,0,551.0,36.244571312133495,1.0113400543702273,0.046725341539124554,0.02345524055554302,0.030274256768224605,238.632566308033,809.2571161334039,-694.2767846413583,37.37797217651356,0.6666666666666666,4.77265132616066
16,30,546.6666666666666,36.95347310176608,1.0577613637938592,0.07503848510480124,0.05094567965496716,0.043668333974975285,1149.759426268877,1517.8900133229308,80.31849696298411,26.07104053564637,1.0,22.99518852537754
17,0,546.3333333333334,35.27255888770189,0.9745820914684997,0.04307396961255448,-0.001915750642257734,0.03154266147525271,-433.4480734129872,737.220522613725,-1284.3012018048905,37.467448001036935,0.3333333333333333,-8.668961468259743
17,30,545.0,35.407705129583825,0.9876487311922869,0.1466713078606975,0.005132379738813479,0.0972404897509765,136.62426651273472,2421.499113210364,-2342.1256575182333,38.7834768815042,0.6666666666666666,2.732485330254692
18,0,540.6666666666666,37.227642761033785,1.0588104137064165,0.0858370350798182,0.05352635399375765,0.056865289996925306,1310.307256707283,1834.3721860689504,-627.2378213671801,28.709233821544363,0.6666666666666666,26.206145134145657
18,30,543.3333333333334,36.13502288008422,1.0197744274816187,0.012304729573778551,0.02863893444266274,0.007323889874258455,354.3615868495911,213.02977012550232,126.69974976928393,27.900889639003235,1.0,7.087231736991822
19,0,531.3333333333334,34.37893047533355,0.9245079246049941,0.011300995381158233,-0.03310606614589516,0.0067144066147354,-1140.5591872354196,128.21846325243968,-1222.641587364435,36.26194426813306,0.0,-22.81118374470839
19,30,548.6666666666666,34.325008325008326,0.9401120234335588,0.053763088692265204,-0.026307670754241896,0.037700509455764634,-950.2184769496836,851.7676175456083,-1683.046153180232,37.48979904703068,0.0,-19.00436953899367
20,0,554.0,33.63417569193742,0.9050728853798131,0.12167874754648571,-0.047264379096391064,0.08141019524045992,-1233.4612906957962,1509.3471856269641,-2836.77907616308,44.01665365246786,0.3333333333333333,-24.669225813915926
20,30,548.3333333333334,33.49872956430334,0.9053847549641247,0.09148978475056875,-0.04837191778808961,0.06120940031280456,-1353.9003735385884,1190.7493964924631,-2505.5397197405846,40.91450789145713,0.0,-27.07800747077177
21,0,551.6666666666666,37.283608551907946,1.073466396858875,0.08730311757352797,0.06407128312247219,0.0548592415098817,1690.9247080224557,2073.6882875790116,-11.591780951441706,33.04141513932597,0.6666666666666666,33.81849416044911
21,30,554.0,36.28711690826275,1.0349899858495906,0.10416426437846595,0.039272282140640186,0.06967260861736349,937.3487866703808,2226.594824790221,-1150.7395392031908,36.259847190634495,0.6666666666666666,18.746975733407616
22,0,553.3333333333334,31.024735443690798,0.8176694975240383,0.03418834123100384,-0.12356135366139191,0.024678539801250572,-2664.7557708538575,313.27823421499056,-3009.670693590298,57.94987441570197,0.0,-53.29511541707715
22,30,553.0,34.53732011074518,0.9498929250496229,0.06909807729612914,-0.018823418211711223,0.045506309540607026,-784.3259950260828,1102.2443678247625,-1450.0536836212093,44.70179162489501,0.3333333333333333,-15.686519900521654
23,0,553.6666666666666,34.91450224166101,0.9636560531610362,0.057996222601738937,-0.006863207962822499,0.036922048688099694,-532.0281973479565,838.4149736657445,-1490.9186570653424,37.093302652644866,0.3333333333333333,-10.640563946959128
23,30,550.3333333333334,34.46124106352189,0.9625415617687229,0.06888039093897215,-0.0062236764394023565,0.04276982703970066,-527.4301163540296,972.9103781301561,-1616.7223854419744,41.80808222534474,0.3333333333333333,-10.548602327080589
