i,dt,ref,up,dn,d_up,d_dn,nearer,near_dist,far_dist,first,p_up_baseline,went_nearer,p_near_base,bucket
39412,2017-08-30 09:00:00,1312.921,1400.0,1300.0,87.07899999999995,12.92100000000005,dn,12.92100000000005,87.07899999999995,dn,0.1292100000000005,True,0.8707899999999995,10-20
40792,2017-09-20 09:00:00,1312.401,1400.0,1300.0,87.59899999999993,12.401000000000067,dn,12.401000000000067,87.59899999999993,dn,0.12401000000000068,True,0.8759899999999994,10-20
41068,2017-09-25 09:00:00,1292.852,1300.0,1200.0,7.147999999999911,92.85200000000009,up,7.147999999999911,92.85200000000009,up,0.9285200000000009,True,0.9285200000000009,0-10
41160,2017-09-26 09:00:00,1310.988,1400.0,1300.0,89.01199999999994,10.988000000000056,dn,10.988000000000056,89.01199999999994,dn,0.10988000000000056,True,0.8901199999999995,10-20
42356,2017-10-13 09:00:00,1296.541,1300.0,1200.0,3.45900000000006,96.54099999999994,up,3.45900000000006,96.54099999999994,up,0.9654099999999994,True,0.9654099999999994,0-10
42448,2017-10-16 09:00:00,1301.901,1400.0,1300.0,98.09899999999993,1.9010000000000673,dn,1.9010000000000673,98.09899999999993,dn,0.019010000000000672,True,0.9809899999999994,0-10
47320,2017-12-29 09:00:00,1295.332,1300.0,1200.0,4.667999999999893,95.33200000000011,up,4.667999999999893,95.33200000000011,up,0.953320000000001,True,0.953320000000001,0-10
56040,2018-05-15 09:00:00,1313.458,1400.0,1300.0,86.54199999999992,13.458000000000084,dn,13.458000000000084,86.54199999999992,dn,0.13458000000000084,True,0.8654199999999992,10-20
56684,2018-05-24 09:00:00,1294.902,1300.0,1200.0,5.097999999999956,94.90200000000004,up,5.097999999999956,94.90200000000004,up,0.9490200000000004,True,0.9490200000000004,0-10
56776,2018-05-25 09:00:00,1302.599,1400.0,1300.0,97.40100000000007,2.5989999999999327,dn,2.5989999999999327,97.40100000000007,dn,0.025989999999999326,True,0.9740100000000007,0-10
56868,2018-05-28 09:00:00,1298.061,1300.0,1200.0,1.9390000000000782,98.06099999999992,up,1.9390000000000782,98.06099999999992,up,0.9806099999999992,True,0.9806099999999992,0-10
56944,2018-05-29 09:00:00,1297.928,1300.0,1200.0,2.071999999999889,97.92800000000011,up,2.071999999999889,97.92800000000011,up,0.9792800000000011,True,0.9792800000000011,0-10
57036,2018-05-30 09:00:00,1298.989,1300.0,1200.0,1.0109999999999673,98.98900000000003,up,1.0109999999999673,98.98900000000003,up,0.9898900000000004,True,0.9898900000000004,0-10
57128,2018-05-31 09:00:00,1302.858,1400.0,1300.0,97.14200000000005,2.8579999999999472,dn,2.8579999999999472,97.14200000000005,dn,0.028579999999999474,True,0.9714200000000005,0-10
57220,2018-06-01 09:00:00,1298.542,1300.0,1200.0,1.4580000000000837,98.54199999999992,up,1.4580000000000837,98.54199999999992,up,0.9854199999999992,True,0.9854199999999992,0-10
57404,2018-06-05 09:00:00,1292.161,1300.0,1200.0,7.838999999999942,92.16100000000006,up,7.838999999999942,92.16100000000006,up,0.9216100000000006,True,0.9216100000000006,0-10
57496,2018-06-06 09:00:00,1297.172,1300.0,1200.0,2.8279999999999745,97.17200000000003,up,2.8279999999999745,97.17200000000003,up,0.9717200000000003,True,0.9717200000000003,0-10
57588,2018-06-07 09:00:00,1296.808,1300.0,1200.0,3.1920000000000073,96.80799999999999,up,3.1920000000000073,96.80799999999999,up,0.9680799999999999,True,0.9680799999999999,0-10
57680,2018-06-08 09:00:00,1295.919,1300.0,1200.0,4.080999999999904,95.9190000000001,up,4.080999999999904,95.9190000000001,up,0.959190000000001,True,0.959190000000001,0-10
57772,2018-06-11 09:00:00,1299.449,1300.0,1200.0,0.5509999999999309,99.44900000000007,up,0.5509999999999309,99.44900000000007,up,0.9944900000000007,True,0.9944900000000007,0-10
57956,2018-06-13 09:00:00,1295.159,1300.0,1200.0,4.8409999999998945,95.1590000000001,up,4.8409999999998945,95.1590000000001,up,0.951590000000001,True,0.951590000000001,0-10
58048,2018-06-14 09:00:00,1298.571,1300.0,1200.0,1.4290000000000873,98.57099999999991,up,1.4290000000000873,98.57099999999991,up,0.9857099999999991,True,0.9857099999999991,0-10
58140,2018-06-15 09:00:00,1301.631,1400.0,1300.0,98.36899999999991,1.6310000000000855,dn,1.6310000000000855,98.36899999999991,dn,0.016310000000000855,True,0.9836899999999992,0-10
61896,2018-08-13 09:00:00,1207.649,1300.0,1200.0,92.35100000000011,7.648999999999887,dn,7.648999999999887,92.35100000000011,dn,0.07648999999999888,True,0.9235100000000012,0-10
62540,2018-08-22 09:00:00,1195.349,1200.0,1100.0,4.651000000000067,95.34899999999993,up,4.651000000000067,95.34899999999993,up,0.9534899999999993,True,0.9534899999999993,0-10
62724,2018-08-24 09:00:00,1186.249,1200.0,1100.0,13.750999999999976,86.24900000000002,up,13.750999999999976,86.24900000000002,up,0.8624900000000002,True,0.8624900000000002,10-20
62908,2018-08-28 09:00:00,1208.208,1300.0,1200.0,91.79199999999992,8.208000000000084,dn,8.208000000000084,91.79199999999992,dn,0.08208000000000083,True,0.9179199999999992,0-10
63092,2018-08-30 09:00:00,1203.979,1300.0,1200.0,96.02099999999996,3.979000000000042,dn,3.979000000000042,96.02099999999996,dn,0.039790000000000415,True,0.9602099999999996,0-10
63184,2018-08-31 09:00:00,1202.358,1300.0,1200.0,97.64200000000005,2.3579999999999472,dn,2.3579999999999472,97.64200000000005,dn,0.023579999999999473,True,0.9764200000000005,0-10
63276,2018-09-03 09:00:00,1198.889,1200.0,1100.0,1.1110000000001037,98.8889999999999,up,1.1110000000001037,98.8889999999999,up,0.9888899999999989,True,0.9888899999999989,0-10
63352,2018-09-04 09:00:00,1199.698,1200.0,1100.0,0.30199999999990723,99.69800000000009,up,0.30199999999990723,99.69800000000009,up,0.996980000000001,True,0.996980000000001,0-10
63536,2018-09-06 09:00:00,1198.668,1200.0,1100.0,1.3320000000001073,98.66799999999989,up,1.3320000000001073,98.66799999999989,up,0.9866799999999989,True,0.9866799999999989,0-10
63628,2018-09-07 09:00:00,1202.098,1300.0,1200.0,97.90200000000004,2.0979999999999563,dn,2.0979999999999563,97.90200000000004,dn,0.020979999999999565,True,0.9790200000000004,0-10
63904,2018-09-12 09:00:00,1193.661,1200.0,1100.0,6.338999999999942,93.66100000000006,up,6.338999999999942,93.66100000000006,up,0.9366100000000006,True,0.9366100000000006,0-10
64088,2018-09-14 09:00:00,1204.888,1300.0,1200.0,95.11200000000008,4.88799999999992,dn,4.88799999999992,95.11200000000008,dn,0.0488799999999992,True,0.9511200000000009,0-10
64180,2018-09-17 09:00:00,1195.738,1200.0,1100.0,4.261999999999944,95.73800000000006,up,4.261999999999944,95.73800000000006,up,0.9573800000000006,True,0.9573800000000006,0-10
64272,2018-09-18 09:00:00,1198.778,1200.0,1100.0,1.22199999999998,98.77800000000002,up,1.22199999999998,98.77800000000002,up,0.9877800000000002,True,0.9877800000000002,0-10
64548,2018-09-21 09:00:00,1208.572,1300.0,1200.0,91.42800000000011,8.571999999999889,dn,8.571999999999889,91.42800000000011,dn,0.0857199999999989,True,0.9142800000000011,0-10
64640,2018-09-24 09:00:00,1196.338,1200.0,1100.0,3.6620000000000346,96.33799999999997,up,3.6620000000000346,96.33799999999997,up,0.9633799999999997,True,0.9633799999999997,0-10
64732,2018-09-25 09:00:00,1198.879,1200.0,1100.0,1.1210000000000946,98.8789999999999,up,1.1210000000000946,98.8789999999999,up,0.9887899999999991,True,0.9887899999999991,0-10
64824,2018-09-26 09:00:00,1201.688,1300.0,1200.0,98.3119999999999,1.6880000000001019,dn,1.6880000000001019,98.3119999999999,dn,0.01688000000000102,True,0.983119999999999,0-10
65192,2018-10-02 09:00:00,1191.479,1200.0,1100.0,8.520999999999958,91.47900000000004,up,8.520999999999958,91.47900000000004,up,0.9147900000000004,True,0.9147900000000004,0-10
65284,2018-10-03 09:00:00,1207.418,1300.0,1200.0,92.58200000000011,7.417999999999893,dn,7.417999999999893,92.58200000000011,dn,0.07417999999999893,True,0.9258200000000011,0-10
65376,2018-10-04 09:00:00,1196.718,1200.0,1100.0,3.2819999999999254,96.71800000000007,up,3.2819999999999254,96.71800000000007,up,0.9671800000000007,True,0.9671800000000007,0-10
65468,2018-10-05 09:00:00,1198.672,1200.0,1100.0,1.3279999999999745,98.67200000000003,up,1.3279999999999745,98.67200000000003,up,0.9867200000000003,True,0.9867200000000003,0-10
65836,2018-10-11 09:00:00,1192.862,1200.0,1100.0,7.13799999999992,92.86200000000008,up,7.13799999999992,92.86200000000008,up,0.9286200000000008,True,0.9286200000000008,0-10
67948,2018-11-13 09:00:00,1204.498,1300.0,1200.0,95.50199999999995,4.498000000000047,dn,4.498000000000047,95.50199999999995,dn,0.04498000000000047,True,0.9550199999999995,0-10
68040,2018-11-14 09:00:00,1204.045,1300.0,1200.0,95.95499999999993,4.045000000000073,dn,4.045000000000073,95.95499999999993,dn,0.04045000000000073,True,0.9595499999999992,0-10
72583,2019-01-25 09:00:00,1282.635,1300.0,1200.0,17.36500000000001,82.63499999999999,up,17.36500000000001,82.63499999999999,up,0.8263499999999999,True,0.8263499999999999,10-20
72675,2019-01-28 09:00:00,1302.805,1400.0,1300.0,97.19499999999994,2.8050000000000637,dn,2.8050000000000637,97.19499999999994,dn,0.028050000000000637,True,0.9719499999999993,0-10
74867,2019-03-01 09:00:00,1313.245,1400.0,1300.0,86.75500000000011,13.24499999999989,dn,13.24499999999989,86.75500000000011,dn,0.1324499999999989,True,0.8675500000000012,10-20
75327,2019-03-08 09:00:00,1287.405,1300.0,1200.0,12.595000000000027,87.40499999999997,up,12.595000000000027,87.40499999999997,up,0.8740499999999998,True,0.8740499999999998,10-20
75511,2019-03-12 09:00:00,1296.315,1300.0,1200.0,3.6849999999999454,96.31500000000005,up,3.6849999999999454,96.31500000000005,up,0.9631500000000005,True,0.9631500000000005,0-10
75695,2019-03-14 09:00:00,1304.695,1400.0,1300.0,95.30500000000006,4.694999999999936,dn,4.694999999999936,95.30500000000006,dn,0.04694999999999936,True,0.9530500000000006,0-10
75787,2019-03-15 09:00:00,1299.288,1300.0,1200.0,0.7119999999999891,99.28800000000001,up,0.7119999999999891,99.28800000000001,up,0.9928800000000001,True,0.9928800000000001,0-10
75879,2019-03-18 09:00:00,1299.325,1300.0,1200.0,0.6749999999999545,99.32500000000005,up,0.6749999999999545,99.32500000000005,up,0.9932500000000004,True,0.9932500000000004,0-10
76063,2019-03-20 09:00:00,1304.868,1400.0,1300.0,95.13200000000006,4.867999999999938,dn,4.867999999999938,95.13200000000006,dn,0.048679999999999383,True,0.9513200000000006,0-10
76615,2019-03-28 09:00:00,1310.598,1400.0,1300.0,89.40200000000004,10.597999999999956,dn,10.597999999999956,89.40200000000004,dn,0.10597999999999956,True,0.8940200000000005,10-20
77259,2019-04-08 09:00:00,1296.068,1300.0,1200.0,3.9320000000000164,96.06799999999998,up,3.9320000000000164,96.06799999999998,up,0.9606799999999999,True,0.9606799999999999,0-10
77351,2019-04-09 09:00:00,1299.045,1300.0,1200.0,0.9549999999999272,99.04500000000007,up,0.9549999999999272,99.04500000000007,up,0.9904500000000007,True,0.9904500000000007,0-10
77535,2019-04-11 09:00:00,1306.365,1400.0,1300.0,93.63499999999999,6.365000000000009,dn,6.365000000000009,93.63499999999999,dn,0.0636500000000001,True,0.9363499999999999,0-10
79467,2019-05-13 09:00:00,1283.608,1300.0,1200.0,16.392000000000053,83.60799999999995,up,16.392000000000053,83.60799999999995,up,0.8360799999999995,True,0.8360799999999995,10-20
79651,2019-05-15 09:00:00,1295.528,1300.0,1200.0,4.47199999999998,95.52800000000002,up,4.47199999999998,95.52800000000002,up,0.9552800000000002,True,0.9552800000000002,0-10
80739,2019-05-31 09:00:00,1291.098,1300.0,1200.0,8.902000000000044,91.09799999999996,up,8.902000000000044,91.09799999999996,up,0.9109799999999996,True,0.9109799999999996,0-10
82027,2019-06-20 09:00:00,1381.005,1400.0,1300.0,18.99499999999989,81.00500000000011,up,18.99499999999989,81.00500000000011,up,0.810050000000001,True,0.810050000000001,10-20
82119,2019-06-21 09:00:00,1405.525,1500.0,1400.0,94.47499999999991,5.525000000000091,dn,5.525000000000091,94.47499999999991,dn,0.05525000000000091,True,0.9447499999999991,0-10
82487,2019-06-27 09:00:00,1407.425,1500.0,1400.0,92.57500000000005,7.4249999999999545,dn,7.4249999999999545,92.57500000000005,dn,0.07424999999999954,True,0.9257500000000005,0-10
82579,2019-06-28 09:00:00,1419.918,1500.0,1400.0,80.08200000000011,19.917999999999893,dn,19.917999999999893,80.08200000000011,dn,0.1991799999999989,True,0.8008200000000011,10-20
82763,2019-07-02 09:00:00,1389.438,1400.0,1300.0,10.561999999999898,89.4380000000001,up,10.561999999999898,89.4380000000001,up,0.8943800000000011,True,0.8943800000000011,10-20
83035,2019-07-05 09:00:00,1417.418,1500.0,1400.0,82.58200000000011,17.417999999999893,dn,17.417999999999893,82.58200000000011,dn,0.17417999999999892,True,0.8258200000000011,10-20
83127,2019-07-08 09:00:00,1398.558,1400.0,1300.0,1.4420000000000073,98.55799999999999,up,1.4420000000000073,98.55799999999999,up,0.9855799999999999,True,0.9855799999999999,0-10
83219,2019-07-09 09:00:00,1395.655,1400.0,1300.0,4.345000000000027,95.65499999999997,up,4.345000000000027,95.65499999999997,up,0.9565499999999997,True,0.9565499999999997,0-10
83311,2019-07-10 09:00:00,1393.755,1400.0,1300.0,6.244999999999891,93.75500000000011,up,6.244999999999891,93.75500000000011,up,0.9375500000000011,True,0.9375500000000011,0-10
85151,2019-08-07 09:00:00,1485.685,1500.0,1400.0,14.315000000000055,85.68499999999995,up,14.315000000000055,85.68499999999995,up,0.8568499999999994,True,0.8568499999999994,10-20
85243,2019-08-08 09:00:00,1500.148,1600.0,1500.0,99.85200000000009,0.14799999999991087,dn,0.14799999999991087,99.85200000000009,dn,0.0014799999999991088,True,0.9985200000000009,0-10
85335,2019-08-09 09:00:00,1507.605,1600.0,1500.0,92.39499999999998,7.605000000000018,dn,7.605000000000018,92.39499999999998,dn,0.07605000000000019,True,0.9239499999999998,0-10
85427,2019-08-12 09:00:00,1496.675,1500.0,1400.0,3.3250000000000455,96.67499999999995,up,3.3250000000000455,96.67499999999995,up,0.9667499999999996,True,0.9667499999999996,0-10
85519,2019-08-13 09:00:00,1516.028,1600.0,1500.0,83.97199999999998,16.02800000000002,dn,16.02800000000002,83.97199999999998,dn,0.1602800000000002,True,0.8397199999999998,10-20
85611,2019-08-14 09:00:00,1501.915,1600.0,1500.0,98.08500000000004,1.9149999999999636,dn,1.9149999999999636,98.08500000000004,dn,0.019149999999999636,True,0.9808500000000003,0-10
85887,2019-08-19 09:00:00,1508.795,1600.0,1500.0,91.20499999999993,8.795000000000073,dn,8.795000000000073,91.20499999999993,dn,0.08795000000000072,True,0.9120499999999993,0-10
85979,2019-08-20 09:00:00,1495.968,1500.0,1400.0,4.031999999999925,95.96800000000007,up,4.031999999999925,95.96800000000007,up,0.9596800000000008,True,0.9596800000000008,0-10
86071,2019-08-21 09:00:00,1502.968,1600.0,1500.0,97.03199999999993,2.9680000000000746,dn,2.9680000000000746,97.03199999999993,dn,0.029680000000000747,True,0.9703199999999993,0-10
86163,2019-08-22 09:00:00,1501.315,1600.0,1500.0,98.68499999999995,1.3150000000000546,dn,1.3150000000000546,98.68499999999995,dn,0.013150000000000545,True,0.9868499999999994,0-10
86255,2019-08-23 09:00:00,1495.005,1500.0,1400.0,4.994999999999891,95.00500000000011,up,4.994999999999891,95.00500000000011,up,0.9500500000000011,True,0.9500500000000011,0-10
87259,2019-09-09 09:00:00,1509.308,1600.0,1500.0,90.69200000000001,9.307999999999993,dn,9.307999999999993,90.69200000000001,dn,0.09307999999999993,True,0.9069200000000001,0-10
87351,2019-09-10 09:00:00,1489.395,1500.0,1400.0,10.605000000000018,89.39499999999998,up,10.605000000000018,89.39499999999998,up,0.8939499999999998,True,0.8939499999999998,10-20
87535,2019-09-12 09:00:00,1494.355,1500.0,1400.0,5.644999999999982,94.35500000000002,up,5.644999999999982,94.35500000000002,up,0.9435500000000002,True,0.9435500000000002,0-10
87627,2019-09-13 09:00:00,1496.965,1500.0,1400.0,3.035000000000082,96.96499999999992,up,3.035000000000082,96.96499999999992,up,0.9696499999999992,True,0.9696499999999992,0-10
87719,2019-09-16 09:00:00,1504.405,1600.0,1500.0,95.59500000000003,4.404999999999973,dn,4.404999999999973,95.59500000000003,dn,0.04404999999999973,True,0.9559500000000003,0-10
87811,2019-09-17 09:00:00,1498.198,1500.0,1400.0,1.8019999999999072,98.19800000000009,up,1.8019999999999072,98.19800000000009,up,0.981980000000001,True,0.981980000000001,0-10
87903,2019-09-18 09:00:00,1502.198,1600.0,1500.0,97.80199999999991,2.1980000000000928,dn,2.1980000000000928,97.80199999999991,dn,0.02198000000000093,True,0.9780199999999991,0-10
87995,2019-09-19 09:00:00,1493.995,1500.0,1400.0,6.005000000000109,93.99499999999989,up,6.005000000000109,93.99499999999989,up,0.939949999999999,True,0.939949999999999,0-10
88087,2019-09-20 09:00:00,1503.588,1600.0,1500.0,96.41200000000003,3.5879999999999654,dn,3.5879999999999654,96.41200000000003,dn,0.035879999999999655,True,0.9641200000000003,0-10
88547,2019-09-27 09:00:00,1506.458,1600.0,1500.0,93.54199999999992,6.458000000000084,dn,6.458000000000084,93.54199999999992,dn,0.06458000000000083,True,0.9354199999999991,0-10
88823,2019-10-02 09:00:00,1477.748,1500.0,1400.0,22.251999999999953,77.74800000000005,up,22.251999999999953,77.74800000000005,up,0.7774800000000005,True,0.7774800000000005,20-30
88915,2019-10-03 09:00:00,1499.468,1500.0,1400.0,0.5319999999999254,99.46800000000007,up,0.5319999999999254,99.46800000000007,up,0.9946800000000008,True,0.9946800000000008,0-10
89007,2019-10-04 09:00:00,1509.115,1600.0,1500.0,90.88499999999999,9.115000000000009,dn,9.115000000000009,90.88499999999999,dn,0.09115000000000009,True,0.9088499999999999,0-10
89099,2019-10-07 09:00:00,1506.958,1600.0,1500.0,93.04199999999992,6.958000000000084,dn,6.958000000000084,93.04199999999992,dn,0.06958000000000084,True,0.9304199999999991,0-10
89191,2019-10-08 09:00:00,1491.025,1500.0,1400.0,8.974999999999909,91.02500000000009,up,8.974999999999909,91.02500000000009,up,0.9102500000000009,True,0.9102500000000009,0-10
89283,2019-10-09 09:00:00,1505.605,1600.0,1500.0,94.39499999999998,5.605000000000018,dn,5.605000000000018,94.39499999999998,dn,0.05605000000000018,True,0.9439499999999998,0-10
89375,2019-10-10 09:00:00,1509.285,1600.0,1500.0,90.71499999999992,9.285000000000082,dn,9.285000000000082,90.71499999999992,dn,0.09285000000000082,True,0.9071499999999992,0-10
89467,2019-10-11 09:00:00,1495.485,1500.0,1400.0,4.5150000000001,95.4849999999999,up,4.5150000000001,95.4849999999999,up,0.954849999999999,True,0.954849999999999,0-10
90295,2019-10-24 09:00:00,1493.115,1500.0,1400.0,6.884999999999991,93.11500000000001,up,6.884999999999991,93.11500000000001,up,0.9311500000000001,True,0.9311500000000001,0-10
90479,2019-10-28 09:00:00,1504.815,1600.0,1500.0,95.18499999999995,4.815000000000055,dn,4.815000000000055,95.18499999999995,dn,0.048150000000000547,True,0.9518499999999994,0-10
90755,2019-10-31 09:00:00,1497.428,1500.0,1400.0,2.571999999999889,97.42800000000011,up,2.571999999999889,97.42800000000011,up,0.9742800000000011,True,0.9742800000000011,0-10
91027,2019-11-05 09:00:00,1505.325,1600.0,1500.0,94.67499999999995,5.3250000000000455,dn,5.3250000000000455,94.67499999999995,dn,0.05325000000000046,True,0.9467499999999995,0-10
94227,2019-12-24 09:00:00,1488.905,1500.0,1400.0,11.095000000000027,88.90499999999997,up,11.095000000000027,88.90499999999997,up,0.8890499999999997,True,0.8890499999999997,10-20
94950,2020-01-07 09:00:00,1559.275,1600.0,1500.0,40.72499999999991,59.27500000000009,up,40.72499999999991,59.27500000000009,up,0.5927500000000009,True,0.5927500000000009,40-50
97678,2020-02-18 09:00:00,1586.405,1600.0,1500.0,13.595000000000027,86.40499999999997,up,13.595000000000027,86.40499999999997,up,0.8640499999999998,True,0.8640499999999998,10-20
98414,2020-02-28 09:00:00,1645.005,1700.0,1600.0,54.99499999999989,45.00500000000011,dn,45.00500000000011,54.99499999999989,dn,0.4500500000000011,True,0.5499499999999988,40-50
98506,2020-03-02 09:00:00,1599.245,1600.0,1500.0,0.7550000000001091,99.24499999999989,up,0.7550000000001091,99.24499999999989,up,0.9924499999999989,True,0.9924499999999989,0-10
98598,2020-03-03 09:00:00,1598.575,1600.0,1500.0,1.4249999999999545,98.57500000000005,up,1.4249999999999545,98.57500000000005,up,0.9857500000000005,True,0.9857500000000005,0-10
98874,2020-03-06 09:00:00,1671.428,1700.0,1600.0,28.57199999999989,71.42800000000011,up,28.57199999999989,71.42800000000011,up,0.7142800000000011,True,0.7142800000000011,20-30
99246,2020-03-12 09:00:00,1634.805,1700.0,1600.0,65.19499999999994,34.805000000000064,dn,34.805000000000064,65.19499999999994,dn,0.34805000000000064,True,0.6519499999999994,30-40
99430,2020-03-16 09:00:00,1547.175,1600.0,1500.0,52.825000000000045,47.174999999999955,dn,47.174999999999955,52.825000000000045,dn,0.47174999999999956,True,0.5282500000000004,40-50
99522,2020-03-17 09:00:00,1494.825,1500.0,1400.0,5.1749999999999545,94.82500000000005,up,5.1749999999999545,94.82500000000005,up,0.9482500000000005,True,0.9482500000000005,0-10
99614,2020-03-18 09:00:00,1529.448,1600.0,1500.0,70.55199999999991,29.448000000000093,dn,29.448000000000093,70.55199999999991,dn,0.2944800000000009,True,0.705519999999999,20-30
99798,2020-03-20 09:00:00,1481.118,1500.0,1400.0,18.882000000000062,81.11799999999994,up,18.882000000000062,81.11799999999994,up,0.8111799999999993,True,0.8111799999999993,10-20
99890,2020-03-23 09:00:00,1496.368,1500.0,1400.0,3.632000000000062,96.36799999999994,up,3.632000000000062,96.36799999999994,up,0.9636799999999994,True,0.9636799999999994,0-10
99982,2020-03-24 09:00:00,1573.608,1600.0,1500.0,26.392000000000053,73.60799999999995,up,26.392000000000053,73.60799999999995,up,0.7360799999999995,True,0.7360799999999995,20-30
100074,2020-03-25 09:00:00,1617.168,1700.0,1600.0,82.83200000000011,17.167999999999893,dn,17.167999999999893,82.83200000000011,dn,0.17167999999999892,True,0.828320000000001,10-20
100166,2020-03-26 09:00:00,1606.388,1700.0,1600.0,93.61200000000008,6.38799999999992,dn,6.38799999999992,93.61200000000008,dn,0.0638799999999992,True,0.9361200000000008,0-10
100442,2020-03-31 09:00:00,1613.778,1700.0,1600.0,86.22199999999998,13.77800000000002,dn,13.77800000000002,86.22199999999998,dn,0.1377800000000002,True,0.8622199999999998,10-20
100626,2020-04-02 09:00:00,1584.698,1600.0,1500.0,15.301999999999907,84.69800000000009,up,15.301999999999907,84.69800000000009,up,0.846980000000001,True,0.846980000000001,10-20
101178,2020-04-13 09:00:00,1683.638,1700.0,1600.0,16.36200000000008,83.63799999999992,up,16.36200000000008,83.63799999999992,up,0.8363799999999992,True,0.8363799999999992,10-20
101546,2020-04-17 09:00:00,1705.188,1800.0,1700.0,94.8119999999999,5.188000000000102,dn,5.188000000000102,94.8119999999999,dn,0.051880000000001016,True,0.948119999999999,0-10
101638,2020-04-20 09:00:00,1682.008,1700.0,1600.0,17.991999999999962,82.00800000000004,up,17.991999999999962,82.00800000000004,up,0.8200800000000004,True,0.8200800000000004,10-20
101822,2020-04-22 09:00:00,1683.978,1700.0,1600.0,16.021999999999935,83.97800000000007,up,16.021999999999935,83.97800000000007,up,0.8397800000000006,True,0.8397800000000006,10-20
102098,2020-04-27 09:00:00,1722.185,1800.0,1700.0,77.81500000000005,22.184999999999945,dn,22.184999999999945,77.81500000000005,dn,0.22184999999999946,True,0.7781500000000006,20-30
102190,2020-04-28 09:00:00,1699.223,1700.0,1600.0,0.7770000000000437,99.22299999999996,up,0.7770000000000437,99.22299999999996,up,0.9922299999999996,True,0.9922299999999996,0-10
102282,2020-04-29 09:00:00,1710.438,1800.0,1700.0,89.5619999999999,10.438000000000102,dn,10.438000000000102,89.5619999999999,dn,0.10438000000000101,True,0.895619999999999,10-20
102374,2020-04-30 09:00:00,1711.298,1800.0,1700.0,88.702,11.298000000000002,dn,11.298000000000002,88.702,dn,0.11298000000000002,True,0.8870199999999999,10-20
102466,2020-05-01 09:00:00,1688.228,1700.0,1600.0,11.771999999999935,88.22800000000007,up,11.771999999999935,88.22800000000007,up,0.8822800000000006,True,0.8822800000000006,10-20
102558,2020-05-04 09:00:00,1698.475,1700.0,1600.0,1.525000000000091,98.47499999999991,up,1.525000000000091,98.47499999999991,up,0.9847499999999991,True,0.9847499999999991,0-10
102650,2020-05-05 09:00:00,1698.548,1700.0,1600.0,1.4519999999999982,98.548,up,1.4519999999999982,98.548,up,0.98548,True,0.98548,0-10
102742,2020-05-06 09:00:00,1701.238,1800.0,1700.0,98.76199999999994,1.2380000000000564,dn,1.2380000000000564,98.76199999999994,dn,0.012380000000000564,True,0.9876199999999994,0-10
102834,2020-05-07 09:00:00,1689.975,1700.0,1600.0,10.025000000000091,89.97499999999991,up,10.025000000000091,89.97499999999991,up,0.899749999999999,True,0.899749999999999,10-20
103018,2020-05-11 09:00:00,1709.098,1800.0,1700.0,90.90200000000004,9.097999999999956,dn,9.097999999999956,90.90200000000004,dn,0.09097999999999956,True,0.9090200000000004,0-10
103110,2020-05-12 09:00:00,1700.658,1800.0,1700.0,99.3420000000001,0.6579999999999018,dn,0.6579999999999018,99.3420000000001,dn,0.006579999999999018,True,0.993420000000001,0-10
103202,2020-05-13 09:00:00,1702.128,1800.0,1700.0,97.87200000000007,2.127999999999929,dn,2.127999999999929,97.87200000000007,dn,0.02127999999999929,True,0.9787200000000007,0-10
104106,2020-05-27 09:00:00,1712.948,1800.0,1700.0,87.05199999999991,12.948000000000093,dn,12.948000000000093,87.05199999999991,dn,0.12948000000000093,True,0.8705199999999991,10-20
104566,2020-06-03 09:00:00,1726.828,1800.0,1700.0,73.17200000000003,26.827999999999975,dn,26.827999999999975,73.17200000000003,dn,0.26827999999999974,True,0.7317200000000003,20-30
104658,2020-06-04 09:00:00,1703.098,1800.0,1700.0,96.90200000000004,3.0979999999999563,dn,3.0979999999999563,96.90200000000004,dn,0.030979999999999563,True,0.9690200000000004,0-10
104750,2020-06-05 09:00:00,1707.248,1800.0,1700.0,92.75199999999995,7.248000000000047,dn,7.248000000000047,92.75199999999995,dn,0.07248000000000047,True,0.9275199999999996,0-10
104842,2020-06-08 09:00:00,1688.038,1700.0,1600.0,11.961999999999989,88.03800000000001,up,11.961999999999989,88.03800000000001,up,0.8803800000000002,True,0.8803800000000002,10-20
104934,2020-06-09 09:00:00,1696.218,1700.0,1600.0,3.7819999999999254,96.21800000000007,up,3.7819999999999254,96.21800000000007,up,0.9621800000000007,True,0.9621800000000007,0-10
106850,2020-07-08 09:00:00,1794.575,1800.0,1700.0,5.4249999999999545,94.57500000000005,up,5.4249999999999545,94.57500000000005,up,0.9457500000000004,True,0.9457500000000004,0-10
106942,2020-07-09 09:00:00,1808.445,1900.0,1800.0,91.55500000000006,8.444999999999936,dn,8.444999999999936,91.55500000000006,dn,0.08444999999999936,True,0.9155500000000006,0-10
107034,2020-07-10 09:00:00,1800.778,1900.0,1800.0,99.22199999999998,0.77800000000002,dn,0.77800000000002,99.22199999999998,dn,0.0077800000000002,True,0.9922199999999998,0-10
107126,2020-07-13 09:00:00,1804.718,1900.0,1800.0,95.28199999999993,4.718000000000075,dn,4.718000000000075,95.28199999999993,dn,0.04718000000000075,True,0.9528199999999992,0-10
107218,2020-07-14 09:00:00,1798.528,1800.0,1700.0,1.47199999999998,98.52800000000002,up,1.47199999999998,98.52800000000002,up,0.9852800000000002,True,0.9852800000000002,0-10
