i,dt,ref,up,dn,d_up,d_dn,nearer,near_dist,far_dist,first,p_up_baseline,went_nearer,p_near_base,bucket
107402,2020-07-16 09:00:00,1809.095,1900.0,1800.0,90.90499999999997,9.095000000000027,dn,9.095000000000027,90.90499999999997,dn,0.09095000000000027,True,0.9090499999999997,0-10
107494,2020-07-17 09:00:00,1798.165,1800.0,1700.0,1.8350000000000364,98.16499999999996,up,1.8350000000000364,98.16499999999996,up,0.9816499999999997,True,0.9816499999999997,0-10
107954,2020-07-24 09:00:00,1887.645,1900.0,1800.0,12.355000000000018,87.64499999999998,up,12.355000000000018,87.64499999999998,up,0.8764499999999998,True,0.8764499999999998,10-20
108598,2020-08-04 09:00:00,1975.638,2000.0,1900.0,24.36200000000008,75.63799999999992,up,24.36200000000008,75.63799999999992,up,0.7563799999999992,True,0.7563799999999992,20-30
109058,2020-08-11 09:00:00,2017.735,2100.0,2000.0,82.2650000000001,17.7349999999999,dn,17.7349999999999,82.2650000000001,dn,0.177349999999999,True,0.822650000000001,10-20
109150,2020-08-12 09:00:00,1889.468,1900.0,1800.0,10.531999999999925,89.46800000000007,up,10.531999999999925,89.46800000000007,up,0.8946800000000007,True,0.8946800000000007,10-20
109518,2020-08-18 09:00:00,1988.715,2000.0,1900.0,11.285000000000082,88.71499999999992,up,11.285000000000082,88.71499999999992,up,0.8871499999999992,True,0.8871499999999992,10-20
111710,2020-09-21 09:00:00,1953.855,2000.0,1900.0,46.14499999999998,53.85500000000002,up,46.14499999999998,53.85500000000002,dn,0.5385500000000002,False,0.5385500000000002,40-50
111802,2020-09-22 09:00:00,1912.415,2000.0,1900.0,87.58500000000004,12.414999999999964,dn,12.414999999999964,87.58500000000004,dn,0.12414999999999964,True,0.8758500000000004,10-20
112354,2020-09-30 09:00:00,1889.698,1900.0,1800.0,10.301999999999907,89.69800000000009,up,10.301999999999907,89.69800000000009,up,0.8969800000000009,True,0.8969800000000009,10-20
112446,2020-10-01 09:00:00,1891.158,1900.0,1800.0,8.842000000000098,91.1579999999999,up,8.842000000000098,91.1579999999999,up,0.9115799999999991,True,0.9115799999999991,0-10
112538,2020-10-02 09:00:00,1895.015,1900.0,1800.0,4.9849999999999,95.0150000000001,up,4.9849999999999,95.0150000000001,up,0.950150000000001,True,0.950150000000001,0-10
112630,2020-10-05 09:00:00,1896.348,1900.0,1800.0,3.6520000000000437,96.34799999999996,up,3.6520000000000437,96.34799999999996,up,0.9634799999999996,True,0.9634799999999996,0-10
112722,2020-10-06 09:00:00,1910.158,2000.0,1900.0,89.8420000000001,10.157999999999902,dn,10.157999999999902,89.8420000000001,dn,0.10157999999999902,True,0.898420000000001,10-20
112906,2020-10-08 09:00:00,1884.345,1900.0,1800.0,15.654999999999973,84.34500000000003,up,15.654999999999973,84.34500000000003,up,0.8434500000000003,True,0.8434500000000003,10-20
113182,2020-10-13 09:00:00,1911.645,2000.0,1900.0,88.35500000000002,11.644999999999982,dn,11.644999999999982,88.35500000000002,dn,0.11644999999999982,True,0.8835500000000002,10-20
113274,2020-10-14 09:00:00,1895.405,1900.0,1800.0,4.595000000000027,95.40499999999997,up,4.595000000000027,95.40499999999997,up,0.9540499999999997,True,0.9540499999999997,0-10
113366,2020-10-15 09:00:00,1896.668,1900.0,1800.0,3.3320000000001073,96.66799999999989,up,3.3320000000001073,96.66799999999989,up,0.9666799999999989,True,0.9666799999999989,0-10
113458,2020-10-16 09:00:00,1905.438,2000.0,1900.0,94.5619999999999,5.438000000000102,dn,5.438000000000102,94.5619999999999,dn,0.05438000000000102,True,0.945619999999999,0-10
113550,2020-10-19 09:00:00,1900.638,2000.0,1900.0,99.36200000000008,0.63799999999992,dn,0.63799999999992,99.36200000000008,dn,0.0063799999999992,True,0.9936200000000008,0-10
113642,2020-10-20 09:00:00,1902.595,2000.0,1900.0,97.40499999999997,2.5950000000000273,dn,2.5950000000000273,97.40499999999997,dn,0.02595000000000027,True,0.9740499999999997,0-10
113826,2020-10-22 09:00:00,1913.245,2000.0,1900.0,86.75500000000011,13.24499999999989,dn,13.24499999999989,86.75500000000011,dn,0.1324499999999989,True,0.8675500000000012,10-20
113918,2020-10-23 09:00:00,1905.388,2000.0,1900.0,94.61200000000008,5.38799999999992,dn,5.38799999999992,94.61200000000008,dn,0.0538799999999992,True,0.9461200000000008,0-10
114010,2020-10-26 09:00:00,1897.878,1900.0,1800.0,2.122000000000071,97.87799999999993,up,2.122000000000071,97.87799999999993,up,0.9787799999999993,True,0.9787799999999993,0-10
114102,2020-10-27 09:00:00,1907.845,2000.0,1900.0,92.15499999999997,7.845000000000027,dn,7.845000000000027,92.15499999999997,dn,0.07845000000000027,True,0.9215499999999998,0-10
114194,2020-10-28 09:00:00,1906.195,2000.0,1900.0,93.80500000000006,6.194999999999936,dn,6.194999999999936,93.80500000000006,dn,0.06194999999999937,True,0.9380500000000006,0-10
114558,2020-11-03 09:00:00,1892.045,1900.0,1800.0,7.954999999999927,92.04500000000007,up,7.954999999999927,92.04500000000007,up,0.9204500000000008,True,0.9204500000000008,0-10
114650,2020-11-04 09:00:00,1895.495,1900.0,1800.0,4.505000000000109,95.49499999999989,up,4.505000000000109,95.49499999999989,up,0.9549499999999989,True,0.9549499999999989,0-10
114926,2020-11-09 09:00:00,1955.808,2000.0,1900.0,44.19200000000001,55.80799999999999,up,44.19200000000001,55.80799999999999,dn,0.5580799999999999,False,0.5580799999999999,40-50
115938,2020-11-24 09:00:00,1826.905,1900.0,1800.0,73.09500000000003,26.904999999999973,dn,26.904999999999973,73.09500000000003,dn,0.26904999999999973,True,0.7309500000000002,20-30
116198,2020-11-27 09:00:00,1808.318,1900.0,1800.0,91.68200000000002,8.317999999999984,dn,8.317999999999984,91.68200000000002,dn,0.08317999999999984,True,0.9168200000000002,0-10
116369,2020-12-01 09:00:00,1785.138,1800.0,1700.0,14.86200000000008,85.13799999999992,up,14.86200000000008,85.13799999999992,up,0.8513799999999992,True,0.8513799999999992,10-20
117657,2020-12-21 09:00:00,1894.068,1900.0,1800.0,5.932000000000016,94.06799999999998,up,5.932000000000016,94.06799999999998,up,0.9406799999999998,True,0.9406799999999998,0-10
117933,2020-12-24 09:00:00,1875.448,1900.0,1800.0,24.551999999999907,75.44800000000009,up,24.551999999999907,75.44800000000009,up,0.7544800000000009,True,0.7544800000000009,20-30
118288,2020-12-31 09:00:00,1888.635,1900.0,1800.0,11.365000000000009,88.63499999999999,up,11.365000000000009,88.63499999999999,up,0.8863499999999999,True,0.8863499999999999,10-20
118748,2021-01-08 09:00:00,1910.498,2000.0,1900.0,89.50199999999995,10.498000000000047,dn,10.498000000000047,89.50199999999995,dn,0.10498000000000048,True,0.8950199999999995,10-20
120480,2021-02-04 09:00:00,1822.335,1900.0,1800.0,77.66499999999996,22.335000000000036,dn,22.335000000000036,77.66499999999996,dn,0.22335000000000035,True,0.7766499999999996,20-30
120572,2021-02-05 09:00:00,1795.715,1800.0,1700.0,4.285000000000082,95.71499999999992,up,4.285000000000082,95.71499999999992,up,0.9571499999999992,True,0.9571499999999992,0-10
121200,2021-02-16 09:00:00,1824.143,1900.0,1800.0,75.85699999999997,24.14300000000003,dn,24.14300000000003,75.85699999999997,dn,0.24143000000000028,True,0.7585699999999997,20-30
121568,2021-02-22 09:00:00,1785.245,1800.0,1700.0,14.75500000000011,85.24499999999989,up,14.75500000000011,85.24499999999989,up,0.8524499999999989,True,0.8524499999999989,10-20
121660,2021-02-23 09:00:00,1812.595,1900.0,1800.0,87.40499999999997,12.595000000000027,dn,12.595000000000027,87.40499999999997,dn,0.12595000000000028,True,0.8740499999999998,10-20
121752,2021-02-24 09:00:00,1809.27,1900.0,1800.0,90.73000000000002,9.269999999999982,dn,9.269999999999982,90.73000000000002,dn,0.09269999999999982,True,0.9073000000000002,0-10
121844,2021-02-25 09:00:00,1796.045,1800.0,1700.0,3.9549999999999272,96.04500000000007,up,3.9549999999999272,96.04500000000007,up,0.9604500000000007,True,0.9604500000000007,0-10
122304,2021-03-04 09:00:00,1710.114,1800.0,1700.0,89.88599999999997,10.114000000000033,dn,10.114000000000033,89.88599999999997,dn,0.10114000000000033,True,0.8988599999999997,10-20
122396,2021-03-05 09:00:00,1694.325,1700.0,1600.0,5.6749999999999545,94.32500000000005,up,5.6749999999999545,94.32500000000005,up,0.9432500000000005,True,0.9432500000000005,0-10
122488,2021-03-08 09:00:00,1707.798,1800.0,1700.0,92.202,7.798000000000002,dn,7.798000000000002,92.202,dn,0.07798000000000002,True,0.92202,0-10
122580,2021-03-09 09:00:00,1689.124,1700.0,1600.0,10.875999999999976,89.12400000000002,up,10.875999999999976,89.12400000000002,up,0.8912400000000003,True,0.8912400000000003,10-20
122856,2021-03-12 09:00:00,1718.264,1800.0,1700.0,81.7360000000001,18.263999999999896,dn,18.263999999999896,81.7360000000001,dn,0.18263999999999897,True,0.817360000000001,10-20
123964,2021-03-30 09:00:00,1706.288,1800.0,1700.0,93.71199999999999,6.288000000000011,dn,6.288000000000011,93.71199999999999,dn,0.0628800000000001,True,0.93712,0-10
124056,2021-03-31 09:00:00,1679.708,1700.0,1600.0,20.291999999999916,79.70800000000008,up,20.291999999999916,79.70800000000008,up,0.7970800000000008,True,0.7970800000000008,20-30
126356,2021-05-06 09:00:00,1789.678,1800.0,1700.0,10.321999999999889,89.67800000000011,up,10.321999999999889,89.67800000000011,up,0.8967800000000011,True,0.8967800000000011,10-20
127552,2021-05-25 09:00:00,1878.838,1900.0,1800.0,21.162000000000035,78.83799999999997,up,21.162000000000035,78.83799999999997,up,0.7883799999999996,True,0.7883799999999996,20-30
127644,2021-05-26 09:00:00,1907.078,2000.0,1900.0,92.92200000000003,7.0779999999999745,dn,7.0779999999999745,92.92200000000003,dn,0.07077999999999975,True,0.9292200000000003,0-10
127736,2021-05-27 09:00:00,1895.258,1900.0,1800.0,4.741999999999962,95.25800000000004,up,4.741999999999962,95.25800000000004,up,0.9525800000000004,True,0.9525800000000004,0-10
127828,2021-05-28 09:00:00,1893.625,1900.0,1800.0,6.375,93.625,up,6.375,93.625,up,0.93625,True,0.93625,0-10
127996,2021-06-01 09:00:00,1913.008,2000.0,1900.0,86.99199999999996,13.008000000000038,dn,13.008000000000038,86.99199999999996,dn,0.1300800000000004,True,0.8699199999999996,10-20
128088,2021-06-02 09:00:00,1896.275,1900.0,1800.0,3.724999999999909,96.27500000000009,up,3.724999999999909,96.27500000000009,up,0.9627500000000009,True,0.9627500000000009,0-10
128180,2021-06-03 09:00:00,1904.248,2000.0,1900.0,95.75199999999995,4.248000000000047,dn,4.248000000000047,95.75199999999995,dn,0.042480000000000476,True,0.9575199999999995,0-10
128364,2021-06-07 09:00:00,1886.875,1900.0,1800.0,13.125,86.875,up,13.125,86.875,up,0.86875,True,0.86875,10-20
128456,2021-06-08 09:00:00,1896.498,1900.0,1800.0,3.5019999999999527,96.49800000000005,up,3.5019999999999527,96.49800000000005,up,0.9649800000000005,True,0.9649800000000005,0-10
128640,2021-06-10 09:00:00,1887.108,1900.0,1800.0,12.892000000000053,87.10799999999995,up,12.892000000000053,87.10799999999995,up,0.8710799999999995,True,0.8710799999999995,10-20
128732,2021-06-11 09:00:00,1900.448,2000.0,1900.0,99.55199999999991,0.44800000000009277,dn,0.44800000000009277,99.55199999999991,dn,0.004480000000000928,True,0.9955199999999991,0-10
129100,2021-06-17 09:00:00,1822.888,1900.0,1800.0,77.11200000000008,22.88799999999992,dn,22.88799999999992,77.11200000000008,dn,0.2288799999999992,True,0.7711200000000008,20-30
130204,2021-07-05 09:00:00,1787.548,1800.0,1700.0,12.451999999999998,87.548,up,12.451999999999998,87.548,up,0.87548,True,0.87548,10-20
130280,2021-07-06 09:00:00,1798.138,1800.0,1700.0,1.86200000000008,98.13799999999992,up,1.86200000000008,98.13799999999992,up,0.9813799999999993,True,0.9813799999999993,0-10
130372,2021-07-07 09:00:00,1800.278,1900.0,1800.0,99.72199999999998,0.27800000000002,dn,0.27800000000002,99.72199999999998,dn,0.0027800000000002003,True,0.9972199999999998,0-10
130464,2021-07-08 09:00:00,1797.465,1800.0,1700.0,2.535000000000082,97.46499999999992,up,2.535000000000082,97.46499999999992,up,0.9746499999999991,True,0.9746499999999991,0-10
130556,2021-07-09 09:00:00,1804.918,1900.0,1800.0,95.08200000000011,4.917999999999893,dn,4.917999999999893,95.08200000000011,dn,0.049179999999998926,True,0.9508200000000011,0-10
130648,2021-07-12 09:00:00,1802.998,1900.0,1800.0,97.00199999999995,2.9980000000000473,dn,2.9980000000000473,97.00199999999995,dn,0.02998000000000047,True,0.9700199999999995,0-10
130740,2021-07-13 09:00:00,1810.718,1900.0,1800.0,89.28199999999993,10.718000000000075,dn,10.718000000000075,89.28199999999993,dn,0.10718000000000075,True,0.8928199999999993,10-20
131108,2021-07-19 09:00:00,1813.425,1900.0,1800.0,86.57500000000005,13.424999999999955,dn,13.424999999999955,86.57500000000005,dn,0.13424999999999954,True,0.8657500000000005,10-20
131292,2021-07-21 09:00:00,1808.538,1900.0,1800.0,91.46199999999999,8.538000000000011,dn,8.538000000000011,91.46199999999999,dn,0.08538000000000011,True,0.9146199999999999,0-10
131384,2021-07-22 09:00:00,1797.998,1800.0,1700.0,2.0019999999999527,97.99800000000005,up,2.0019999999999527,97.99800000000005,up,0.9799800000000005,True,0.9799800000000005,0-10
131476,2021-07-23 09:00:00,1803.618,1900.0,1800.0,96.38200000000006,3.617999999999938,dn,3.617999999999938,96.38200000000006,dn,0.03617999999999938,True,0.9638200000000006,0-10
131568,2021-07-26 09:00:00,1805.958,1900.0,1800.0,94.04199999999992,5.958000000000084,dn,5.958000000000084,94.04199999999992,dn,0.059580000000000834,True,0.9404199999999991,0-10
131660,2021-07-27 09:00:00,1799.158,1800.0,1700.0,0.8420000000000982,99.1579999999999,up,0.8420000000000982,99.1579999999999,up,0.991579999999999,True,0.991579999999999,0-10
131752,2021-07-28 09:00:00,1806.218,1900.0,1800.0,93.78199999999993,6.218000000000075,dn,6.218000000000075,93.78199999999993,dn,0.06218000000000075,True,0.9378199999999992,0-10
132304,2021-08-05 09:00:00,1811.348,1900.0,1800.0,88.65200000000004,11.347999999999956,dn,11.347999999999956,88.65200000000004,dn,0.11347999999999957,True,0.8865200000000004,10-20
132396,2021-08-06 09:00:00,1800.138,1900.0,1800.0,99.86200000000008,0.13799999999991996,dn,0.13799999999991996,99.86200000000008,dn,0.0013799999999991996,True,0.9986200000000008,0-10
133408,2021-08-23 09:00:00,1786.788,1800.0,1700.0,13.211999999999989,86.78800000000001,up,13.211999999999989,86.78800000000001,up,0.8678800000000001,True,0.8678800000000001,10-20
133500,2021-08-24 09:00:00,1801.778,1900.0,1800.0,98.22199999999998,1.77800000000002,dn,1.77800000000002,98.22199999999998,dn,0.0177800000000002,True,0.9822199999999998,0-10
133776,2021-08-27 09:00:00,1798.878,1800.0,1700.0,1.122000000000071,98.87799999999993,up,1.122000000000071,98.87799999999993,up,0.9887799999999993,True,0.9887799999999993,0-10
134404,2021-09-07 09:00:00,1824.178,1900.0,1800.0,75.82199999999989,24.17800000000011,dn,24.17800000000011,75.82199999999989,dn,0.2417800000000011,True,0.7582199999999989,20-30
134496,2021-09-08 09:00:00,1797.732,1800.0,1700.0,2.268000000000029,97.73199999999997,up,2.268000000000029,97.73199999999997,up,0.9773199999999997,True,0.9773199999999997,0-10
134588,2021-09-09 09:00:00,1788.048,1800.0,1700.0,11.951999999999998,88.048,up,11.951999999999998,88.048,up,0.88048,True,0.88048,10-20
134680,2021-09-10 09:00:00,1798.548,1800.0,1700.0,1.4519999999999982,98.548,up,1.4519999999999982,98.548,up,0.98548,True,0.98548,0-10
134864,2021-09-14 09:00:00,1790.708,1800.0,1700.0,9.291999999999916,90.70800000000008,up,9.291999999999916,90.70800000000008,up,0.9070800000000009,True,0.9070800000000009,0-10
134956,2021-09-15 09:00:00,1803.005,1900.0,1800.0,96.99499999999989,3.005000000000109,dn,3.005000000000109,96.99499999999989,dn,0.03005000000000109,True,0.9699499999999989,0-10
136888,2021-10-14 09:00:00,1789.618,1800.0,1700.0,10.382000000000062,89.61799999999994,up,10.382000000000062,89.61799999999994,up,0.8961799999999994,True,0.8961799999999994,10-20
137440,2021-10-22 09:00:00,1787.698,1800.0,1700.0,12.301999999999907,87.69800000000009,up,12.301999999999907,87.69800000000009,up,0.876980000000001,True,0.876980000000001,10-20
137532,2021-10-25 09:00:00,1797.578,1800.0,1700.0,2.4220000000000255,97.57799999999997,up,2.4220000000000255,97.57799999999997,up,0.9757799999999998,True,0.9757799999999998,0-10
137624,2021-10-26 09:00:00,1803.544,1900.0,1800.0,96.4559999999999,3.5440000000000964,dn,3.5440000000000964,96.4559999999999,dn,0.035440000000000964,True,0.9645599999999991,0-10
137716,2021-10-27 09:00:00,1788.065,1800.0,1700.0,11.934999999999945,88.06500000000005,up,11.934999999999945,88.06500000000005,up,0.8806500000000006,True,0.8806500000000006,10-20
137808,2021-10-28 09:00:00,1799.354,1800.0,1700.0,0.6459999999999582,99.35400000000004,up,0.6459999999999582,99.35400000000004,up,0.9935400000000004,True,0.9935400000000004,0-10
138360,2021-11-05 09:00:00,1793.264,1800.0,1700.0,6.736000000000104,93.2639999999999,up,6.736000000000104,93.2639999999999,up,0.9326399999999989,True,0.9326399999999989,0-10
139460,2021-11-23 09:00:00,1808.984,1900.0,1800.0,91.01600000000008,8.983999999999924,dn,8.983999999999924,91.01600000000008,dn,0.08983999999999924,True,0.9101600000000007,0-10
139736,2021-11-26 09:00:00,1796.808,1800.0,1700.0,3.1920000000000073,96.80799999999999,up,3.1920000000000073,96.80799999999999,up,0.9680799999999999,True,0.9680799999999999,0-10
139907,2021-11-30 09:00:00,1788.649,1800.0,1700.0,11.351000000000113,88.64899999999989,up,11.351000000000113,88.64899999999989,up,0.8864899999999989,True,0.8864899999999989,10-20
141011,2021-12-16 09:00:00,1782.535,1800.0,1700.0,17.464999999999918,82.53500000000008,up,17.464999999999918,82.53500000000008,up,0.8253500000000008,True,0.8253500000000008,10-20
141103,2021-12-17 09:00:00,1803.108,1900.0,1800.0,96.89200000000005,3.1079999999999472,dn,3.1079999999999472,96.89200000000005,dn,0.031079999999999473,True,0.9689200000000006,0-10
141195,2021-12-20 09:00:00,1801.588,1900.0,1800.0,98.41200000000003,1.5879999999999654,dn,1.5879999999999654,98.41200000000003,dn,0.015879999999999655,True,0.9841200000000003,0-10
141287,2021-12-21 09:00:00,1790.468,1800.0,1700.0,9.531999999999925,90.46800000000007,up,9.531999999999925,90.46800000000007,up,0.9046800000000007,True,0.9046800000000007,0-10
141379,2021-12-22 09:00:00,1790.355,1800.0,1700.0,9.644999999999982,90.35500000000002,up,9.644999999999982,90.35500000000002,up,0.9035500000000002,True,0.9035500000000002,0-10
141471,2021-12-23 09:00:00,1805.698,1900.0,1800.0,94.30199999999991,5.698000000000093,dn,5.698000000000093,94.30199999999991,dn,0.056980000000000926,True,0.9430199999999991,0-10
141747,2021-12-29 09:00:00,1807.258,1900.0,1800.0,92.74199999999996,7.258000000000038,dn,7.258000000000038,92.74199999999996,dn,0.07258000000000038,True,0.9274199999999996,0-10
141839,2021-12-30 09:00:00,1803.069,1900.0,1800.0,96.93100000000004,3.06899999999996,dn,3.06899999999996,96.93100000000004,dn,0.0306899999999996,True,0.9693100000000004,0-10
142023,2022-01-03 09:00:00,1825.238,1900.0,1800.0,74.76199999999994,25.238000000000056,dn,25.238000000000056,74.76199999999994,dn,0.25238000000000055,True,0.7476199999999995,20-30
142115,2022-01-04 09:00:00,1804.578,1900.0,1800.0,95.42200000000003,4.5779999999999745,dn,4.5779999999999745,95.42200000000003,dn,0.045779999999999745,True,0.9542200000000003,0-10
142299,2022-01-06 09:00:00,1807.928,1900.0,1800.0,92.07199999999989,7.928000000000111,dn,7.928000000000111,92.07199999999989,dn,0.07928000000000111,True,0.9207199999999989,0-10
142483,2022-01-10 09:00:00,1792.108,1800.0,1700.0,7.892000000000053,92.10799999999995,up,7.892000000000053,92.10799999999995,up,0.9210799999999995,True,0.9210799999999995,0-10
143663,2022-01-27 09:00:00,1816.158,1900.0,1800.0,83.8420000000001,16.1579999999999,dn,16.1579999999999,83.8420000000001,dn,0.16157999999999903,True,0.8384200000000009,10-20
143939,2022-02-01 09:00:00,1797.678,1800.0,1700.0,2.321999999999889,97.67800000000011,up,2.321999999999889,97.67800000000011,up,0.9767800000000011,True,0.9767800000000011,0-10
144031,2022-02-02 09:00:00,1797.805,1800.0,1700.0,2.1949999999999363,97.80500000000006,up,2.1949999999999363,97.80500000000006,up,0.9780500000000006,True,0.9780500000000006,0-10
144123,2022-02-03 09:00:00,1807.182,1900.0,1800.0,92.81799999999998,7.182000000000016,dn,7.182000000000016,92.81799999999998,dn,0.07182000000000016,True,0.9281799999999998,0-10
144215,2022-02-04 09:00:00,1806.218,1900.0,1800.0,93.78199999999993,6.218000000000075,dn,6.218000000000075,93.78199999999993,dn,0.06218000000000075,True,0.9378199999999992,0-10
145043,2022-02-17 09:00:00,1869.058,1900.0,1800.0,30.942000000000007,69.05799999999999,up,30.942000000000007,69.05799999999999,up,0.69058,True,0.69058,30-40
145135,2022-02-18 09:00:00,1890.968,1900.0,1800.0,9.031999999999925,90.96800000000007,up,9.031999999999925,90.96800000000007,up,0.9096800000000007,True,0.9096800000000007,0-10
145227,2022-02-21 09:00:00,1897.788,1900.0,1800.0,2.211999999999989,97.78800000000001,up,2.211999999999989,97.78800000000001,up,0.9778800000000001,True,0.9778800000000001,0-10
145309,2022-02-22 09:00:00,1909.488,2000.0,1900.0,90.51199999999994,9.488000000000056,dn,9.488000000000056,90.51199999999994,dn,0.09488000000000056,True,0.9051199999999995,0-10
145401,2022-02-23 09:00:00,1899.099,1900.0,1800.0,0.9010000000000673,99.09899999999993,up,0.9010000000000673,99.09899999999993,up,0.9909899999999994,True,0.9909899999999994,0-10
145493,2022-02-24 09:00:00,1927.703,2000.0,1900.0,72.29700000000003,27.702999999999975,dn,27.702999999999975,72.29700000000003,dn,0.2770299999999997,True,0.7229700000000003,20-30
145585,2022-02-25 09:00:00,1913.678,2000.0,1900.0,86.32199999999989,13.678000000000111,dn,13.678000000000111,86.32199999999989,dn,0.13678000000000112,True,0.8632199999999989,10-20
145677,2022-02-28 09:00:00,1906.128,2000.0,1900.0,93.87200000000007,6.127999999999929,dn,6.127999999999929,93.87200000000007,dn,0.06127999999999929,True,0.9387200000000007,0-10
146045,2022-03-04 09:00:00,1939.518,2000.0,1900.0,60.48199999999997,39.51800000000003,dn,39.51800000000003,60.48199999999997,up,0.3951800000000003,False,0.6048199999999997,30-40
146137,2022-03-07 09:00:00,1987.328,2000.0,1900.0,12.672000000000025,87.32799999999997,up,12.672000000000025,87.32799999999997,up,0.8732799999999997,True,0.8732799999999997,10-20
146229,2022-03-08 09:00:00,1986.768,2000.0,1900.0,13.231999999999971,86.76800000000003,up,13.231999999999971,86.76800000000003,up,0.8676800000000003,True,0.8676800000000003,10-20
146321,2022-03-09 09:00:00,2054.318,2100.0,2000.0,45.68199999999979,54.31800000000021,up,45.68199999999979,54.31800000000021,dn,0.5431800000000021,False,0.5431800000000021,40-50
146413,2022-03-10 09:00:00,1976.462,2000.0,1900.0,23.53800000000001,76.46199999999999,up,23.53800000000001,76.46199999999999,up,0.7646199999999999,True,0.7646199999999999,20-30
146785,2022-03-16 09:00:00,1918.423,2000.0,1900.0,81.577,18.423000000000002,dn,18.423000000000002,81.577,dn,0.18423,True,0.81577,10-20
147613,2022-03-29 09:00:00,1926.167,2000.0,1900.0,73.83300000000008,26.166999999999916,dn,26.166999999999916,73.83300000000008,dn,0.2616699999999992,True,0.7383300000000008,20-30
149269,2022-04-25 09:00:00,1922.648,2000.0,1900.0,77.35200000000009,22.64799999999991,dn,22.64799999999991,77.35200000000009,dn,0.2264799999999991,True,0.7735200000000009,20-30
149361,2022-04-26 09:00:00,1902.848,2000.0,1900.0,97.15200000000004,2.8479999999999563,dn,2.8479999999999563,97.15200000000004,dn,0.028479999999999565,True,0.9715200000000004,0-10
149453,2022-04-27 09:00:00,1898.508,1900.0,1800.0,1.4919999999999618,98.50800000000004,up,1.4919999999999618,98.50800000000004,up,0.9850800000000004,True,0.9850800000000004,0-10
149545,2022-04-28 09:00:00,1880.493,1900.0,1800.0,19.507000000000062,80.49299999999994,up,19.507000000000062,80.49299999999994,up,0.8049299999999994,True,0.8049299999999994,10-20
149637,2022-04-29 09:00:00,1902.328,2000.0,1900.0,97.67200000000003,2.3279999999999745,dn,2.3279999999999745,97.67200000000003,dn,0.023279999999999745,True,0.9767200000000003,0-10
149913,2022-05-04 09:00:00,1865.028,1900.0,1800.0,34.97199999999998,65.02800000000002,up,34.97199999999998,65.02800000000002,up,0.6502800000000002,True,0.6502800000000002,30-40
150005,2022-05-05 09:00:00,1901.873,2000.0,1900.0,98.12699999999995,1.8730000000000473,dn,1.8730000000000473,98.12699999999995,dn,0.018730000000000472,True,0.9812699999999995,0-10
150557,2022-05-13 09:00:00,1825.728,1900.0,1800.0,74.27199999999993,25.728000000000065,dn,25.728000000000065,74.27199999999993,dn,0.2572800000000007,True,0.7427199999999994,20-30
150649,2022-05-16 09:00:00,1809.788,1900.0,1800.0,90.21199999999999,9.788000000000011,dn,9.788000000000011,90.21199999999999,dn,0.0978800000000001,True,0.9021199999999999,0-10
153757,2022-07-01 09:00:00,1802.9,1900.0,1800.0,97.09999999999991,2.900000000000091,dn,2.900000000000091,97.09999999999991,dn,0.02900000000000091,True,0.9709999999999991,0-10
153931,2022-07-05 09:00:00,1810.648,1900.0,1800.0,89.35200000000009,10.64799999999991,dn,10.64799999999991,89.35200000000009,dn,0.1064799999999991,True,0.8935200000000009,10-20
154575,2022-07-14 09:00:00,1733.038,1800.0,1700.0,66.96199999999999,33.03800000000001,dn,33.03800000000001,66.96199999999999,dn,0.3303800000000001,True,0.6696199999999999,30-40
154667,2022-07-15 09:00:00,1708.648,1800.0,1700.0,91.35200000000009,8.64799999999991,dn,8.64799999999991,91.35200000000009,dn,0.08647999999999911,True,0.9135200000000009,0-10
154943,2022-07-20 09:00:00,1712.504,1800.0,1700.0,87.4960000000001,12.503999999999905,dn,12.503999999999905,87.4960000000001,dn,0.12503999999999904,True,0.874960000000001,10-20
155035,2022-07-21 09:00:00,1691.778,1700.0,1600.0,8.22199999999998,91.77800000000002,up,8.22199999999998,91.77800000000002,up,0.9177800000000002,True,0.9177800000000002,0-10
156231,2022-08-09 09:00:00,1786.214,1800.0,1700.0,13.786000000000058,86.21399999999994,up,13.786000000000058,86.21399999999994,up,0.8621399999999995,True,0.8621399999999995,10-20
156323,2022-08-10 09:00:00,1792.464,1800.0,1700.0,7.536000000000058,92.46399999999994,up,7.536000000000058,92.46399999999994,up,0.9246399999999995,True,0.9246399999999995,0-10
156507,2022-08-12 09:00:00,1790.218,1800.0,1700.0,9.781999999999925,90.21800000000007,up,9.781999999999925,90.21800000000007,up,0.9021800000000008,True,0.9021800000000008,0-10
157795,2022-09-01 09:00:00,1706.104,1800.0,1700.0,93.89599999999996,6.104000000000042,dn,6.104000000000042,93.89599999999996,dn,0.06104000000000042,True,0.9389599999999996,0-10
157887,2022-09-02 09:00:00,1699.615,1700.0,1600.0,0.3849999999999909,99.61500000000001,up,0.3849999999999909,99.61500000000001,up,0.9961500000000001,True,0.9961500000000001,0-10
158061,2022-09-06 09:00:00,1719.534,1800.0,1700.0,80.4659999999999,19.534000000000106,dn,19.534000000000106,80.4659999999999,dn,0.19534000000000107,True,0.8046599999999989,10-20
158153,2022-09-07 09:00:00,1693.388,1700.0,1600.0,6.61200000000008,93.38799999999992,up,6.61200000000008,93.38799999999992,up,0.9338799999999992,True,0.9338799999999992,0-10
