hour,min,trades,win_rate,pf,exp_r,exp_r_sd,net,worst_net,dd,pos_frac,ret_pct,t
17,0,187.66666666666666,27.703141385705113,1.0778885204572328,0.07114417583209322,0.056295732819425306,572.4088660151351,-356.20178458485407,16.832334407646155,0.8333333333333334,11.4481773203027,0.6912160439376044
17,30,185.66666666666666,28.391887077173063,1.1141190831753967,0.0970947135326287,0.07271237575487192,841.9538900250797,99.83119689365634,13.314801935128088,1.0,16.839077800501588,0.9383037290203047
18,0,183.33333333333334,28.36430375564458,1.1134277525440361,0.09873369584961937,0.018999640203968788,820.7459362643755,543.2790883648113,13.49115709842859,1.0,16.41491872528751,0.9481280578179124
18,30,178.16666666666666,28.349102394698022,1.1121696243994348,0.09859814136072338,0.06302678054101193,819.7583163994678,171.41491863261547,13.454721720502713,1.0,16.395166327989354,0.933389353818577
19,0,176.0,28.118988500017633,1.1046972199913092,0.09426566052801207,0.03226167048313591,748.3045114880764,159.60213884014325,15.171595783199598,1.0,14.966090229761528,0.886932841379947
19,30,164.66666666666666,25.615821234463947,0.9664684178156834,-0.013001136468916987,0.04557694463416874,-217.5402713902688,-777.8364561078558,18.230635679549504,0.3333333333333333,-4.350805427805376,-0.11832187725561191
20,0,153.5,25.08456863936462,0.9396236456912375,-0.03585904608849814,0.029133620259673067,-372.3915883221492,-666.252138228499,20.04845867771157,0.0,-7.447831766442985,-0.3150894119335614
20,30,153.83333333333334,28.277808276991454,1.112250823862588,0.0999296504433012,0.03813125426834835,696.2503891968157,305.4640909265564,14.721659725163725,1.0,13.925007783936314,0.8790234901948842
21,0,158.5,28.390435352968755,1.1123527861161038,0.10178850898593135,0.050613813354629736,742.305003061561,138.9207172797319,13.983265827341574,1.0,14.846100061231219,0.9088543148882551
21,30,156.0,28.850808073160625,1.1392711445531833,0.12294121766756494,0.06705546492430338,929.8626013131139,143.2080231492854,15.474523703222614,1.0,18.59725202626228,1.0890321393682338
22,0,155.66666666666666,25.379804148721018,0.9669642973297505,-0.014897703332205046,0.07872273060844402,-198.9817805796407,-773.5381390551573,23.108392152802008,0.16666666666666666,-3.979635611592814,-0.1318250734247539
22,30,163.0,26.997043970666926,1.0429104717490174,0.048971619716878745,0.038182487322422964,286.8869194983046,-166.56912630157228,16.67149870614485,0.8333333333333334,5.7377383899660925,0.4434239618483189
23,0,157.0,30.683283053791403,1.2290869264006632,0.19594311920103283,0.06422629813639306,1647.984540605772,732.6983206878792,13.260671739587295,1.0,32.95969081211545,1.7412484017840548
23,30,156.83333333333334,31.24082880471703,1.2595542711012742,0.2202226788646033,0.026181648740096344,1879.678979289789,1420.0947398204748,15.924679010114453,1.0,37.59357958579578,1.955969665214264
