step,buf,sl,rr,trades,win_rate,pf,exp_r,exp_r_sd,net,worst_net,dd,pos_frac,ret_pct,t,risk
25.0,3.15,8.0,2.0,323.8333333333333,31.754120322897336,0.8798052452838082,-0.07428221990948074,0.02285283474461894,-1182.0009390066512,-1608.4175989711496,28.620590289012615,0.0,-23.640018780133023,-0.9480397269271712,11.15
25.0,3.15,8.0,3.0,315.5,25.355636174212933,0.9640761155931363,-0.012680382627891057,0.028270678618799845,-402.00332230245226,-867.015795435247,19.384745451145246,0.16666666666666666,-8.040066446049046,-0.15973972322933322,11.15
25.0,3.15,15.0,1.0,321.6666666666667,48.600698826442645,0.9067772064540777,-0.04451494909098105,0.007656495877882567,-735.1457112161438,-820.0565737715694,19.773617981143406,0.0,-14.702914224322873,-0.5662259872825006,18.15
25.0,3.15,15.0,1.5,297.5,39.55212076017445,0.9429233766204598,-0.029004707405240446,0.016946354927518226,-509.50521723377466,-824.233770578628,21.027005647774104,0.0,-10.190104344675492,-0.3548075568944622,18.15
25.0,3.15,15.0,2.0,289.8333333333333,35.36414521919783,1.0486292306698535,0.043085625589137914,0.01060257833845657,501.99258780579527,303.9239894781017,14.476940601462978,1.0,10.039851756115906,0.5202204929685716,18.15
25.0,3.15,15.0,3.0,250.66666666666666,30.054593204967492,1.221992120013024,0.18414023459741638,0.03448306979601836,2628.3357327200106,1910.2084459867815,11.426557419070384,1.0,52.566714654400215,2.0676540308247158,18.15
25.0,6.0,4.0,1.0,324.0,48.355615357569235,0.8820142733615359,-0.06298641079733341,0.038960396170479625,-962.6943829058301,-1695.7398103603382,25.508334082300745,0.0,-19.253887658116607,-0.8040818399659586,10.0
25.0,6.0,4.0,1.5,322.5,39.745651195413956,0.9326308493842155,-0.036557083326495626,0.025085529256434036,-651.3829389996456,-1235.4285500718197,25.497250432312423,0.0,-13.027658779992914,-0.4656046248242645,10.0
25.0,6.0,4.0,2.0,316.3333333333333,34.510066353064175,0.9937459443181967,0.005674458946355587,0.03191374825350246,-49.13413921734061,-764.9503323303801,24.891717620870292,0.3333333333333333,-0.982682784346812,0.07157771407308655,10.0
25.0,6.0,4.0,3.0,307.3333333333333,27.2232406123357,1.0544885937658879,0.05882511852165817,0.0332406096595378,734.0139973438996,50.70213590806884,24.201495102466907,1.0,14.680279946877993,0.731389180310217,10.0
25.0,6.0,8.0,1.0,318.6666666666667,50.00164092124893,0.9507467386960574,-0.021395753003592987,0.020732633041106455,-395.4580332683618,-715.0946196278142,19.062017268733786,0.0,-7.909160665367235,-0.2708799008506706,14.0
25.0,6.0,8.0,1.5,304.1666666666667,39.83558781532453,0.9458263515225808,-0.026624995068022808,0.025923050795301255,-481.2758547681902,-990.0131646981539,19.72423217876833,0.0,-9.625517095363803,-0.32932616175503227,14.0
25.0,6.0,8.0,2.0,296.8333333333333,33.967719931175075,0.982201223934343,-0.0033270457988164998,0.03413528562816012,-172.91412568966507,-723.1903506535691,18.838479424634944,0.3333333333333333,-3.4582825137933004,-0.040653318370077664,14.0
25.0,6.0,8.0,3.0,281.8333333333333,28.09052900290402,1.1064353811435697,0.10102038041111076,0.033200264140194745,1375.1378471451105,377.21357206701646,15.475253894813386,1.0,27.502756942902206,1.202779633237719,14.0
25.0,6.0,15.0,1.0,292.8333333333333,50.481956149923,0.9797874687626956,-0.005764578850344502,0.021202925406425845,-147.112323028403,-563.82582152853,13.566027662677953,0.3333333333333333,-2.9422464605680605,-0.0699614379128618,21.0
25.0,6.0,15.0,1.5,277.3333333333333,41.76974389717687,1.035691075446145,0.028772250448145343,0.018118301379800843,306.8882569950766,30.19484817786838,12.3321240167791,1.0,6.137765139901532,0.33982533609094107,21.0
25.0,6.0,15.0,2.0,268.6666666666667,36.97169753834577,1.1300414620240324,0.09363998990621071,0.02995283388461499,1269.396352525629,645.0772294244082,10.003826246163698,1.0,25.387927050512577,1.0885518973073665,21.0
25.0,6.0,15.0,3.0,230.33333333333334,28.80000746380057,1.15768214789451,0.13628540663776925,0.029125421375699026,1602.9548700561454,968.4284056910254,12.112034106077806,1.0,32.05909740112291,1.4669274586909642,21.0
50.0,2.0,4.0,1.0,282.3333333333333,50.299068322302986,0.9151565265600928,-0.044824686170443856,0.029172558051476498,-645.0559362619218,-1130.4658894710526,27.82021755369327,0.0,-12.901118725238435,-0.5341696669422438,6.0
50.0,2.0,4.0,1.5,281.6666666666667,39.999907795171296,0.9192055337847465,-0.050002305120717606,0.031171531657086724,-734.0776263896256,-1267.8740030277368,33.12892316140312,0.0,-14.681552527792517,-0.595166722236117,6.0
50.0,2.0,4.0,2.0,281.1666666666667,33.077853240439076,0.9171463691870301,-0.05798751716009781,0.020627876216796636,-863.8347927009723,-1213.4976019018745,38.98032678743185,0.0,-17.276695854019447,-0.6896001026985137,6.0
50.0,2.0,4.0,3.0,278.3333333333333,23.95536492334387,0.8723457981030883,-0.09284855254666084,0.04659427249544594,-1266.1200200843107,-1906.2159563589612,33.958982059254346,0.0,-25.322400401686213,-1.0985975735377962,6.0
50.0,2.0,8.0,1.0,280.8333333333333,51.57410211756392,0.9935679875311837,0.0012854231341964458,0.016227089145508956,-47.98713575656601,-346.02818212084065,18.21459066170768,0.3333333333333333,-0.9597427151313206,0.015277466023773301,10.0
50.0,2.0,8.0,1.5,277.8333333333333,41.75574294394105,1.0102845923276005,0.013808448150497537,0.027665916930418855,98.38197513518872,-343.14699279870604,19.21761970289531,0.5,1.967639502703774,0.16323674853755613,10.0
50.0,2.0,8.0,2.0,277.1666666666667,34.395603838682696,0.9874662365245886,0.0005970561953785866,0.017552441736895328,-125.43087950040395,-386.20432082037973,25.60840431569781,0.3333333333333333,-2.5086175900080794,0.00704963442017475,10.0
50.0,2.0,8.0,3.0,271.0,27.43099123091009,1.0620494424433882,0.06741039699458608,0.03210545949976781,768.1947337916496,68.19237379559968,20.074229481951136,1.0,15.363894675832993,0.7870320486571839,10.0
50.0,2.0,15.0,1.0,274.3333333333333,50.548374793614805,0.977685937514376,-0.0066795629512335026,0.011791647681931042,-155.98048151682733,-350.8074250585351,13.260851631298506,0.16666666666666666,-3.1196096303365475,-0.0784635990254105,17.0
50.0,2.0,15.0,1.5,266.5,44.21764500961797,1.1383372323122247,0.08902177285110979,0.020773522497532792,1216.071938037919,840.5092314410209,13.308096739855516,1.0,24.321438760758372,1.0306844715491301,17.0
50.0,2.0,15.0,2.0,255.16666666666666,36.97122891536124,1.120449124390281,0.09148980863730777,0.020128259679652698,1154.2002865723139,797.9226882595783,12.454782245408246,1.0,23.08400573144628,1.0364910985907578,17.0
50.0,2.0,15.0,3.0,240.0,27.846330035622106,1.100187364499221,0.09535929438409113,0.02787472257760795,1061.8579494538897,408.35694351807774,14.837556564811544,1.0,21.237158989077788,1.0477303802997884,17.0
50.0,3.15,4.0,1.0,274.1666666666667,50.57752063163044,0.9380106282391495,-0.03138544775131103,0.03273002452599717,-459.8071680196472,-1027.0230448617926,23.87473582343897,0.16666666666666666,-9.196143360392943,-0.3685670801228378,7.15
50.0,3.15,4.0,1.5,274.1666666666667,40.06038487060385,0.9298574332268771,-0.04044842019292661,0.020486253033335046,-609.9768877006923,-907.8116465604796,25.651884205877042,0.0,-12.199537754013846,-0.47499580838275146,7.15
50.0,3.15,4.0,2.0,273.8333333333333,32.86659957508666,0.9093094553173944,-0.05627452811080306,0.03844455291773529,-809.6348548341592,-1466.3489538211124,22.72073804912628,0.0,-16.192697096683183,-0.66044385816577,7.15
50.0,3.15,4.0,3.0,273.6666666666667,26.490725008973182,1.0074510675129307,0.017527182984390672,0.07337582273405567,112.94214639168051,-967.40359552947,24.33274960812545,0.5,2.2588429278336104,0.20563827838800913,7.15
50.0,3.15,8.0,1.0,272.8333333333333,51.37324513843351,0.9928252295367089,0.0005590731722582391,0.02002672980243062,-53.82009277140342,-506.50786941461274,16.853415319185547,0.5,-1.0764018554280685,0.006549350823256449,11.15
50.0,3.15,8.0,1.5,270.8333333333333,40.06435046471625,0.950534774701053,-0.025297067978494056,0.0206743064245805,-419.6359812966828,-735.3801235755708,22.07793053401018,0.0,-8.392719625933657,-0.295258312036315,11.15
50.0,3.15,8.0,2.0,267.6666666666667,36.797848128984775,1.0986950486235527,0.07844708963924835,0.023264977230201406,1008.6110132414491,642.9013359500206,15.695334451513972,1.0,20.17222026482898,0.9102378040022767,11.15
50.0,3.15,8.0,3.0,261.5,27.21373842829159,1.05432662503539,0.06043847926930158,0.020527020306532973,628.0755201669579,256.3569354670308,19.496503164878728,1.0,12.561510403339158,0.6931548433806185,11.15
50.0,3.15,15.0,1.0,267.0,51.375886755334,1.0123975859483936,0.010988809486845557,0.01839966981715879,85.00360289073501,-280.3642307935196,12.45719179791123,0.6666666666666666,1.7000720578147002,0.12734654363860573,18.15
50.0,3.15,15.0,1.5,258.8333333333333,44.75314894326749,1.1642619205500193,0.10287177451942464,0.02634551249343415,1407.407007111388,802.1908513865624,13.470520322940748,1.0,28.14814014222776,1.1737813948963787,18.15
50.0,3.15,15.0,2.0,244.33333333333334,36.837476270131226,1.1176533864669964,0.08859536248411108,0.029726789105246683,1063.9829652141523,551.3974422439962,11.092240086604543,1.0,21.279659304283044,0.9821622475990808,18.15
50.0,3.15,15.0,3.0,226.0,27.581783476649587,1.091482268297779,0.08590005971145764,0.04390216274953573,882.2562767014138,340.6029473458013,15.015455274543022,1.0,17.645125534028278,0.9158589053633142,18.15
50.0,6.0,4.0,1.0,261.8333333333333,48.18268204323119,0.8721656963766464,-0.06634635913537616,0.016667104337841646,-848.3240750043873,-1034.3454756819342,22.50714320946335,0.0,-16.966481500087745,-0.761395752792344,10.0
50.0,6.0,4.0,1.5,260.8333333333333,39.490021740614004,0.9218639614473249,-0.042749456484650054,0.03662892054046311,-597.2289293703982,-1078.2461225251577,19.383445017148293,0.16666666666666666,-11.944578587407966,-0.48965819867462296,10.0
50.0,6.0,4.0,2.0,260.0,35.774665439898236,1.0529584128546692,0.044622542701491456,0.04202611284958854,491.88647886898366,83.12730002451212,15.567231695529786,1.0,9.837729577379674,0.5102956604877765,10.0
50.0,6.0,4.0,3.0,256.1666666666667,26.418061352930042,1.0149934218790697,0.026667867553894154,0.024008756695670545,153.3445013851057,-321.936566602276,19.182507206593282,0.6666666666666666,3.0668900277021134,0.3027125910684687,10.0
50.0,6.0,8.0,1.0,259.8333333333333,48.552379477607666,0.9006462418313936,-0.05038098187641829,0.03122582661317596,-657.2284155069447,-981.3797914456046,19.97090780877266,0.0,-13.144568310138894,-0.5759634798618367,14.0
50.0,6.0,8.0,1.5,255.33333333333334,42.36866622443755,1.052813481728413,0.039483999465924874,0.03226624744941453,436.81166533172626,-24.419758823179336,14.470456028296928,0.8333333333333334,8.736233306634526,0.4474616112752657,14.0
50.0,6.0,8.0,2.0,248.33333333333334,34.49707898947386,1.0055596526238444,0.013414837744610561,0.03765510748136429,59.22928150508151,-511.72938490314243,14.740197033659209,0.5,1.1845856301016304,0.14992837037341586,14.0
50.0,6.0,8.0,3.0,239.16666666666666,26.202359953744402,1.0111933695431436,0.02372624584178166,0.024433323220974218,108.68099876093011,-241.1930203872148,19.02181105118601,0.6666666666666666,2.1736199752186027,0.260231723931385,14.0
50.0,6.0,15.0,1.0,251.0,52.85770159804832,1.0802492749006103,0.04363503469430132,0.013541259140444501,511.0466786335331,210.38675332827006,10.913055873597807,1.0,10.220933572670662,0.4902900432044954,21.0
50.0,6.0,15.0,1.5,235.83333333333334,42.76029578567444,1.0814529013119558,0.05472168035614664,0.021325878216321176,591.6508607023646,375.8439816250303,8.485224637637737,1.0,11.833017214047294,0.595995398942421,21.0
50.0,6.0,15.0,2.0,228.5,34.575538187294505,1.0179898520911699,0.02226037443597596,0.0208464425348601,144.61282639843992,-279.96545337084086,14.534096156739325,0.8333333333333334,2.892256527968799,0.2386472612812622,21.0
50.0,6.0,15.0,3.0,206.5,28.813588683085687,1.17006380361109,0.13776041660271213,0.019527205401271713,1429.664200292925,1085.6427496143922,13.423182709926714,1.0,28.593284005858496,1.4039943587661912,21.0
100.0,2.0,4.0,1.0,190.16666666666666,54.01338854564435,1.0558172248004558,0.029914700737448393,0.06829296090865951,273.9281287557561,-631.8569617787166,17.412088372371766,0.6666666666666666,5.478562575115123,0.2925719908510784,6.0
100.0,2.0,4.0,1.5,190.33333333333334,43.61755417185532,1.0537765328752127,0.03989517591330966,0.048597168592709704,332.78024039689114,-272.920603830926,16.740957050303994,0.6666666666666666,6.655604807937823,0.3903540579808438,6.0
100.0,2.0,4.0,2.0,188.33333333333334,36.37418697994382,1.0425349406499207,0.03940794425765906,0.06267977455077813,310.3678830794478,-582.5472142383312,18.292074758674637,0.6666666666666666,6.207357661588955,0.3835555436139951,6.0
100.0,2.0,4.0,3.0,190.33333333333334,28.98698057500262,1.1183708866873612,0.105651061920823,0.05929989843141881,954.9088307776942,27.43094718210466,19.609805027516327,1.0,19.098176615553886,1.033742045414065,6.0
100.0,2.0,8.0,1.0,190.83333333333334,55.811971621696955,1.1724601986202654,0.08618401999102952,0.02170957904461089,841.3379447962442,486.42237160258867,10.012252003572398,1.0,16.826758895924883,0.8443738075955909,10.0
100.0,2.0,8.0,1.5,190.0,44.91371828562842,1.1402381451913617,0.09087436064948244,0.014380670948797124,856.3503765208907,626.2042460981852,12.259993274924291,1.0,17.12700753041781,0.8883805797925498,10.0
100.0,2.0,8.0,2.0,191.5,36.813501123688106,1.0971257188287797,0.07401890805619277,0.03142393899815568,656.3687036582181,218.3983690640173,16.537697182422452,1.0,13.127374073164361,0.7264537174297868,10.0
100.0,2.0,8.0,3.0,186.16666666666666,31.245295252230033,1.2638284162075806,0.21501404188516993,0.04023024159978457,2240.4689276882846,1480.0332249132753,20.561013113430572,1.0,44.80937855376569,2.0806482808467672,10.0
100.0,2.0,15.0,1.0,189.83333333333334,52.68223704335288,1.0651687639261824,0.03599768204352813,0.02670642878472717,307.79434095115363,-163.5677770761956,10.849640648476674,0.8333333333333334,6.155886819023071,0.3517561188951418,17.0
100.0,2.0,15.0,1.5,186.83333333333334,45.76722047423064,1.2136006482731074,0.12622167778450308,0.021540466168231704,1240.65443360688,939.950048904115,19.539292523416137,1.0,24.813088672137606,1.2236071811628204,17.0
100.0,2.0,15.0,2.0,180.0,39.72285101498584,1.2649132117718338,0.17371630387005477,0.0172043668227532,1705.642011409894,1413.2330127967728,23.79084188954255,1.0,34.11284022819788,1.6529424010785205,17.0
100.0,2.0,15.0,3.0,172.66666666666666,27.99184597846053,1.1077199942739662,0.10057456196526293,0.03225138742657462,793.7534915788042,361.0719466823971,23.847816522669046,1.0,15.875069831576083,0.9372885023756036,17.0
100.0,3.15,4.0,1.0,184.0,51.450839682727235,0.9677426194976633,-0.013363060592735497,0.0339109701977201,-158.60146198571616,-552.8125096961008,18.1343931322084,0.3333333333333333,-3.1720292397143233,-0.1285570021623116,7.15
100.0,3.15,4.0,1.5,183.16666666666666,44.95600908874309,1.117012757159574,0.07842225766118815,0.04495917005620653,704.5645680768833,272.25501281238326,15.518067868157956,1.0,14.091291361537671,0.7527373212677236,7.15
100.0,3.15,4.0,2.0,184.66666666666666,38.45062724186952,1.1551442430370626,0.11148793147522512,0.040934704777641676,1036.3802082015866,326.45955903569643,14.408506658302935,1.0,20.727604164031735,1.0744915391179664,7.15
100.0,3.15,4.0,3.0,183.16666666666666,29.940295977487395,1.186851235600465,0.15452508009423943,0.06803354831562113,1474.666868817506,433.6359684489811,16.71211141859139,1.0,29.493337376350116,1.4832115056078576,7.15
100.0,3.15,8.0,1.0,184.33333333333334,53.88763355243592,1.094842557570651,0.050846841452304815,0.02809110578016136,447.2076594729187,58.4464472008446,10.604789688587642,1.0,8.944153189458373,0.48960608400586036,11.15
100.0,3.15,8.0,1.5,184.16666666666666,42.534802784687486,1.04701346328754,0.036104764489498266,0.024404516222100093,273.38149719722065,-89.3418112203966,14.008555073376863,0.8333333333333334,5.467629943944413,0.3474968863846501,11.15
100.0,3.15,8.0,2.0,183.83333333333334,38.17072558708572,1.1692851537201083,0.1179878007056039,0.016776171090726436,1092.5584088046571,817.2043883262526,15.165634296387566,1.0,21.851168176093143,1.1345669393729052,11.15
100.0,3.15,8.0,3.0,180.33333333333334,27.916142421656783,1.0951450886060263,0.08973986726986675,0.0367831277038516,720.0931840224274,269.04822558249896,28.722708036856165,1.0,14.401863680448548,0.8546815233137517,11.15
100.0,3.15,15.0,1.0,182.5,52.515604141781075,1.0591731449592199,0.03348634909483511,0.0217618952734803,269.43450591586503,-97.12069166701045,13.46386712561131,0.8333333333333334,5.3886901183172995,0.3208338051850222,18.15
100.0,3.15,15.0,1.5,178.0,46.16084475735511,1.231745613551723,0.13718875260939392,0.009456674735861564,1295.3755345214447,1117.447542369813,19.298069019440508,1.0,25.907510690428893,1.2981037238943751,18.15
100.0,3.15,15.0,2.0,171.66666666666666,38.05746124358558,1.1801488459839657,0.12456331026699079,0.019172738185381843,1083.2387620256256,870.1738534214742,21.774847707222282,1.0,21.664775240512512,1.157481385816074,18.15
100.0,3.15,15.0,3.0,163.33333333333334,25.302370299520394,0.9746236341320142,-0.005599668899719582,0.029983379500082903,-159.10674004215852,-484.41143256175235,25.361497057431393,0.3333333333333333,-3.1821348008431705,-0.050755212285001995,18.15
100.0,6.0,4.0,1.0,170.16666666666666,54.06121279622541,1.0976495169222384,0.05114189725004425,0.03405321564256279,416.92668245329884,156.74115866952837,10.711283758740151,1.0,8.338533649065976,0.4731457773629726,10.0
100.0,6.0,4.0,1.5,170.66666666666666,44.147541353112615,1.1166121463627563,0.07200412827704798,0.05098784645499687,595.2984166553764,-17.70644717551022,12.398797962156777,0.8333333333333334,11.90596833310753,0.667133328237062,10.0
100.0,6.0,4.0,2.0,167.83333333333334,39.62606837606838,1.2451041192697663,0.1588327706268089,0.06787835101490002,1443.2919684149404,593.4774200907391,12.494213586849519,1.0,28.865839368298808,1.4593521728820977,10.0
100.0,6.0,4.0,3.0,169.66666666666666,27.99489296393321,1.0990012143312573,0.08946780928711141,0.06291560292470279,690.6666292845738,-274.10491679924604,21.658884967288685,0.8333333333333334,13.813332585691475,0.8265058930514617,10.0
100.0,6.0,8.0,1.0,170.0,51.374336737061526,1.0046379607590419,0.006058163312659096,0.033181329035490585,15.436584768221271,-217.18142294149774,12.820799053404466,0.3333333333333333,0.30873169536442546,0.05602041537446472,14.0
100.0,6.0,8.0,1.5,168.16666666666666,46.28405846547645,1.2346308864856261,0.13536118268509367,0.019235339320102057,1198.4272733802457,932.1057753579984,12.442556563191511,1.0,23.968545467604912,1.2449301517628113,14.0
100.0,6.0,8.0,2.0,167.66666666666666,37.17889664458066,1.1261722947820105,0.09362662038560238,0.02689784491781973,752.0428216061692,400.2247203541211,20.465703102474453,1.0,15.040856432123384,0.8598121930310719,14.0
100.0,6.0,8.0,3.0,163.0,25.254472131231864,0.9658520905221959,-0.015068509300332837,0.05519253345952134,-222.49945956754186,-602.5173730196494,27.93879606983843,0.16666666666666666,-4.449989191350839,-0.1364410271036813,14.0
100.0,6.0,15.0,1.0,167.33333333333334,55.88077071777882,1.222155176654276,0.10332970006986197,0.024209371840417358,897.4722051987928,511.6465206353163,12.319771284946034,1.0,17.949444103975857,0.9479758798170974,21.0
100.0,6.0,15.0,1.5,159.83333333333334,47.24418909794279,1.3089150344051454,0.16681901316285522,0.023279978786728238,1447.265176551301,1225.1212641748316,15.180724342366483,1.0,28.945303531026017,1.495753795295299,21.0
100.0,6.0,15.0,2.0,157.16666666666666,35.42014193234945,1.054740042829503,0.04637833705088829,0.03635079681690986,298.8293764222772,-196.91859512596682,19.63113599232679,0.8333333333333334,5.9765875284455445,0.4123597626431065,21.0
100.0,6.0,15.0,3.0,145.66666666666666,28.491576129743347,1.1467465625959528,0.12392632768742835,0.03213972840236024,854.2591949220356,495.58898829473475,18.000384260982525,1.0,17.085183898440715,1.0607781338255637,21.0
